STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
115190,99999, 20110910,   69.2,16,   60.3,16, 1014.5,16,  985.3,16,  18.1,16,   3.0,16,   5.8, 999.9,   79.2*,  61.9*, 0.00I,999.9, 000000,
115190,99999, 20110911,   72.8,16,   60.9,16, 1011.9,16,  982.9,16,  16.1,16,   4.9,16,  19.4,  42.7,   86.7*,  60.8*, 0.00I,999.9, 000000,
115190,99999, 20110912,   66.7,16,   52.6,16, 1014.4,16,  984.9,16,  19.6,16,   8.1,16,  15.5,  23.3,   72.5*,  61.7*, 0.00I,999.9, 000000,
115190,99999, 20110913,   67.2,16,   54.6,16, 1013.7,16,  984.3,16,  20.2,16,   7.8,16,  13.6,  42.7,   73.8*,  59.0*, 0.00I,999.9, 000000,
115190,99999, 20110914,   64.6,16,   46.2,16, 1016.5,16,  986.9,16,  18.7,16,   8.5,16,  11.7,  21.4,   71.1*,  53.8*, 0.00I,999.9, 000000,
115190,99999, 20110915,   57.6,16,   43.4,16, 1020.5,16,  990.3,16,  18.4,16,   5.3,16,   9.7, 999.9,   66.4*,  47.1*, 0.00I,999.9, 000000,
115190,99999, 20110916,   58.7,15,   46.3,15, 1019.7,15,  989.6,15,  14.7,15,   2.6,15,   5.8, 999.9,   71.2*,  47.7*, 0.00I,999.9, 000000,
115190,99999, 20110917,   66.2,16,   53.9,16, 1013.6,16,  984.2,16,  16.7,16,   4.0,16,   5.8, 999.9,   77.4*,  54.7*, 0.00I,999.9, 000000,
115190,99999, 20110918,   59.1,16,   53.5,16, 1007.3,16,  977.7,16,  13.6,16,   4.6,16,   9.7,  25.3,   65.1*,  51.1*,99.99 ,999.9, 010000,
115190,99999, 20110919,   52.5,16,   49.0,16, 1014.5,16,  984.2,16,  11.8,16,   4.2,16,   7.8, 999.9,   53.8*,  50.2*,99.99 ,999.9, 010000,
115190,99999, 20110920,   56.2,16,   50.2,16, 1023.6,16,  993.2,16,  12.7,16,   4.4,16,   5.8, 999.9,   60.1*,  53.4*,99.99 ,999.9, 010000,
115190,99999, 20110921,   61.6,16,   53.4,16, 1021.3,16,  991.4,16,  12.4,16,   2.3,16,   3.9, 999.9,   68.9*,  53.6*, 0.00I,999.9, 000000,
115190,99999, 20110922,   62.2,16,   52.3,16, 1018.9,16,  989.0,16,  17.0,16,   7.8,16,  11.7, 999.9,   66.9*,  57.4*, 0.00I,999.9, 000000,
115190,99999, 20110923,   59.4,16,   48.2,16, 1019.4,16,  989.4,16,  16.8,16,   4.0,16,   9.7, 999.9,   65.7*,  50.5*, 0.00I,999.9, 000000,
115190,99999, 20110924,   55.9,16,   45.8,16, 1020.1,16,  989.9,16,  12.0,16,   2.8,16,   5.8, 999.9,   67.5*,  44.2*, 0.00I,999.9, 100000,
115190,99999, 20110925,   58.8,16,   48.8,16, 1021.8,16,  991.7,16,  13.1,16,   2.2,16,   3.9, 999.9,   71.8*,  46.8*, 0.00I,999.9, 000000,
115190,99999, 20110926,   62.4,16,   52.6,16, 1025.4,16,  995.3,16,  11.9,16,   2.7,16,   5.8, 999.9,   78.6*,  48.6*, 0.00I,999.9, 100000,
115190,99999, 20110927,   65.3,16,   56.1,16, 1028.8,16,  998.8,16,  11.0,16,   3.3,16,   5.8, 999.9,   80.1*,  51.4*, 0.00I,999.9, 000000,
115190,99999, 20110928,   62.3,16,   54.3,16, 1031.4,16, 1001.2,16,   8.9,16,   2.5,16,   3.9, 999.9,   73.9*,  54.1*, 0.00I,999.9, 100000,
115190,99999, 20110929,   60.5,16,   51.1,16, 1030.6,16, 1000.3,16,  11.1,16,   2.1,16,   3.9, 999.9,   75.4*,  49.5*,99.99 ,999.9, 010000,
115190,99999, 20110930,   60.8,14,   50.0,14, 1029.3,14,  999.1,14,  21.7,14,   2.5,14,   3.9, 999.9,   78.4*,  48.7*, 0.00I,999.9, 000000,
115190,99999, 20111001,   62.6,16,   50.6,16, 1027.9,16,  997.8,16,  17.9,16,   2.2,16,   3.9, 999.9,   80.4*,  48.4*, 0.00I,999.9, 000000,
115190,99999, 20111002,   62.3,16,   49.5,16, 1025.8,16,  995.7,16,  20.3,16,   2.8,16,   5.8, 999.9,   79.7*,  48.7*, 0.00I,999.9, 000000,
115190,99999, 20111003,   63.6,16,   50.2,16, 1022.3,16,  992.4,16,  19.4,16,   5.0,16,   9.7, 999.9,   78.1*,  49.5*, 0.00I,999.9, 000000,
115190,99999, 20111004,   65.5,16,   53.0,16, 1020.4,16,  990.7,16,  16.1,16,   8.7,16,  13.6, 999.9,   75.7*,  56.7*, 0.00I,999.9, 000000,
115190,99999, 20111005,   62.5,16,   53.0,16, 1020.8,16,  990.9,16,  17.2,16,   7.5,16,  11.7, 999.9,   67.6*,  57.6*, 0.00I,999.9, 000000,
115190,99999, 20111006,   63.5,16,   51.3,16, 1012.0,16,  982.5,16,  20.0,16,   9.3,16,  17.5,  36.9,   71.4*,  51.4*,99.99 ,999.9, 010000,
115190,99999, 20111007,   50.2,15,   41.3,15, 1009.7,15,  979.4,15,  18.0,15,   8.4,15,  13.6, 999.9,   54.9*,  45.9*, 0.00I,999.9, 000000,
115190,99999, 20111008,   46.7,16,   39.6,16, 1010.3,16,  979.8,16,  15.0,16,   9.6,16,  15.5,  23.3,   50.5*,  42.8*,99.99 ,999.9, 010000,
115190,99999, 20111009,   46.0,16,   38.1,16, 1020.2,16,  989.3,16,  15.7,16,   8.1,16,  13.6,  23.3,   52.3*,  41.0*,99.99 ,999.9, 010000,
115190,99999, 20111010,   52.0,16,   47.8,16, 1015.6,16,  985.3,16,  12.5,16,   8.6,16,  15.5,  23.3,   61.7*,  42.1*,99.99 ,999.9, 010000,
115190,99999, 20111011,   61.2,16,   52.2,16, 1014.6,16,  984.9,16,  16.7,16,  14.9,16,  17.5,  31.1,   64.2*,  59.0*,99.99 ,999.9, 010000,
115190,99999, 20111012,   50.4,16,   45.9,16, 1018.3,16,  987.8,16,  12.5,16,   5.8,16,  13.6,  29.1,   52.9*,  47.5*,99.99 ,999.9, 010000,
115190,99999, 20111013,   47.5,16,   38.8,16, 1027.0,16,  996.0,16,  16.5,16,   4.6,16,   9.7,  21.4,   55.0*,  40.8*, 0.00I,999.9, 000000,
115190,99999, 20111014,   43.6,16,   34.4,16, 1034.7,16, 1003.2,16,  23.1,16,   4.0,16,   5.8, 999.9,   49.3*,  36.7*, 0.00I,999.9, 000000,
115190,99999, 20111015,   41.3,15,   33.7,15, 1034.5,15, 1002.9,15,  10.1,15,   2.5,15,   3.9, 999.9,   52.0*,  31.1*, 0.00I,999.9, 100000,
115190,99999, 20111016,   43.1,16,   32.7,16, 1031.5,16, 1000.1,16,  11.2,16,   3.3,16,   5.8, 999.9,   53.1*,  32.2*, 0.00I,999.9, 100000,
115190,99999, 20111017,   42.7,16,   32.9,16, 1025.5,16,  994.3,16,  12.5,16,   3.3,16,   5.8, 999.9,   55.0*,  32.2*, 0.00I,999.9, 100000,
115190,99999, 20111018,   51.5,16,   41.0,16, 1015.4,16,  985.0,16,  14.8,16,   7.2,16,  11.7, 999.9,   64.2*,  37.4*, 0.00I,999.9, 000000,
115190,99999, 20111019,   44.5,16,   41.6,16, 1016.8,16,  985.9,16,   9.7,16,   4.4,16,   9.7, 999.9,   48.2*,  43.0*,99.99 ,999.9, 010000,
115190,99999, 20111020,   43.8,16,   36.5,16, 1024.5,16,  993.3,16,  17.4,16,   7.4,16,  13.6, 999.9,   51.1*,  37.2*,99.99 ,999.9, 010000,
115190,99999, 20111021,   39.7,16,   34.3,16, 1030.4,16,  998.8,16,   7.4,16,   3.0,16,   5.8, 999.9,   50.5*,  32.2*, 0.00I,999.9, 100000,
115190,99999, 20111022,   35.5,16,   33.2,16, 1029.2,16,  997.4,16,   3.5,16,   2.3,16,   3.9, 999.9,   39.7*,  32.9*, 0.00I,999.9, 100000,
115190,99999, 20111023,   40.5,16,   36.8,16, 1024.8,16,  993.4,16,   6.6,16,   3.5,16,   7.8, 999.9,   47.1*,  31.6*, 0.00I,999.9, 100000,
115190,99999, 20111024,   49.6,16,   43.2,16, 1018.6,16,  988.0,16,  10.5,16,   7.0,16,  11.7,  23.3,   55.0*,  42.8*, 0.00I,999.9, 000000,
115190,99999, 20111025,   48.9,16,   44.3,16, 1012.2,16,  981.8,16,   9.8,16,   7.4,16,   9.7, 999.9,   51.3*,  46.2*,99.99 ,999.9, 010000,
115190,99999, 20111026,   51.3,16,   48.5,16, 1016.7,16,  986.3,16,   6.9,16,   4.0,16,   5.8, 999.9,   53.1*,  48.6*,99.99 ,999.9, 010000,
115190,99999, 20111027,   49.9,16,   46.3,16, 1020.7,16,  990.1,16,   7.1,16,   5.7,16,   7.8, 999.9,   51.4*,  48.6*,99.99 ,999.9, 010000,
115190,99999, 20111028,   50.5,16,   44.9,16, 1026.1,16,  995.3,16,  10.4,16,   2.9,16,   3.9, 999.9,   53.6*,  46.0*, 0.00I,999.9, 000000,
115190,99999, 20111029,   46.5,16,   43.4,16, 1028.6,16,  997.5,16,   4.1,16,   1.9,16,   1.9, 999.9,   52.7*,  39.7*, 0.00I,999.9, 100000,
115190,99999, 20111030,   48.7,16,   42.6,16, 1025.1,16,  994.3,16,   8.9,16,   3.2,16,   5.8, 999.9,   54.5*,  45.0*,99.99 ,999.9, 010000,
115190,99999, 20111031,   46.6,16,   44.3,16, 1023.4,16,  992.5,16,   3.2,16,   2.4,16,   3.9, 999.9,   50.4*,  41.7*, 0.00I,999.9, 100000,
115190,99999, 20111101,   46.2,16,   42.7,16, 1021.0,16,  990.2,16,   2.8,16,   2.5,16,   5.8, 999.9,   51.4*,  41.4*, 0.00I,999.9, 100000,
115190,99999, 20111102,   44.5,16,   40.2,16, 1020.2,16,  989.3,16,   7.5,16,   3.3,16,   5.8, 999.9,   45.5*,  43.5*,99.99 ,999.9, 010000,
115190,99999, 20111103,   45.6,16,   39.1,16, 1014.7,16,  984.0,16,   6.5,16,   3.5,16,   5.8, 999.9,   47.3*,  44.8*, 0.00I,999.9, 000000,
115190,99999, 20111104,   46.9,16,   40.3,16, 1012.1,16,  981.5,16,  13.1,16,   3.5,16,   7.8, 999.9,   47.8*,  45.5*, 0.00I,999.9, 000000,
115190,99999, 20111105,   49.7,16,   44.6,16, 1013.0,16,  982.6,16,   7.3,16,   3.4,16,   7.8, 999.9,   53.4*,  46.2*, 0.00I,999.9, 000000,
115190,99999, 20111106,   50.7,16,   42.7,16, 1016.6,16,  986.1,16,   7.6,16,   4.1,16,   7.8, 999.9,   61.2*,  44.2*, 0.00I,999.9, 000000,
115190,99999, 20111107,   49.2,16,   39.7,16, 1021.1,16,  990.4,16,  10.3,16,   7.4,16,   9.7, 999.9,   56.1*,  44.1*, 0.00I,999.9, 000000,
115190,99999, 20111108,   48.7,16,   42.5,16, 1023.0,16,  992.3,16,   7.9,16,   4.7,16,   7.8, 999.9,   50.2*,  45.1*, 0.00I,999.9, 000000,
115190,99999, 20111109,   48.6,16,   42.5,16, 1024.0,16,  993.2,16,   6.6,16,   2.2,16,   3.9, 999.9,   50.0*,  47.3*, 0.00I,999.9, 000000,
115190,99999, 20111110,   43.9,16,   39.0,16, 1026.2,16,  995.0,16,   7.4,16,   3.6,16,   7.8, 999.9,   47.3*,  36.1*, 0.00I,999.9, 000000,
115190,99999, 20111111,   34.5,16,   28.7,16, 1031.9,16,  999.9,16,   8.7,16,   5.9,16,   9.7, 999.9,   38.8*,  30.9*, 0.00I,999.9, 000000,
115190,99999, 20111112,   35.9,16,   29.4,16, 1037.0,16, 1004.9,16,   6.5,16,   3.0,16,   7.8, 999.9,   45.3*,  29.7*, 0.00I,999.9, 000000,
115190,99999, 20111113,   32.8,16,   29.3,16, 1037.0,16, 1004.8,16,   1.3,16,   1.9,16,   1.9, 999.9,   43.7*,  26.4*, 0.00I,999.9, 100000,
115190,99999, 20111114,   31.3,14,   29.0,14, 1030.4,14,  998.3,14,   0.6,14,   2.4,14,   3.9, 999.9,   42.3*,  26.8*, 0.00I,999.9, 100000,
115190,99999, 20111115,   28.6,11,   27.2,11, 1026.5,11,  994.4,11,   0.3,11,   2.3,11,   3.9, 999.9,   29.7*,  28.0*, 0.00I,999.9, 100000,
115190,99999, 20111116,   30.0,16,   28.1,16, 1027.5,16,  995.4,16,   1.1,16,   3.2,16,   5.8, 999.9,   31.6*,  28.4*,99.99 ,999.9, 101000,
115190,99999, 20111117,   33.7,16,   30.3,16, 1026.4,16,  994.5,16,   2.2,16,   3.6,16,   5.8, 999.9,   38.5*,  30.6*, 0.00I,999.9, 000000,
115190,99999, 20111118,   42.0,16,   37.3,16, 1025.8,16,  994.5,16,   7.5,16,   2.8,16,   5.8, 999.9,   46.8*,  36.0*, 0.00I,999.9, 000000,
115190,99999, 20111119,   41.8,16,   37.3,16, 1025.4,16,  994.1,16,   5.6,16,   2.1,16,   3.9, 999.9,   47.7*,  32.2*, 0.00I,999.9, 100000,
115190,99999, 20111120,   36.9,16,   32.2,16, 1025.8,16,  994.1,16,   7.7,16,   3.5,16,   5.8, 999.9,   42.8*,  30.2*, 0.00I,999.9, 100000,
115190,99999, 20111121,   39.4,16,   33.7,16, 1022.5,16,  991.2,16,   9.9,16,   2.4,16,   3.9, 999.9,   41.9*,  36.7*, 0.00I,999.9, 000000,
115190,99999, 20111122,   35.7,16,   30.6,16, 1024.5,16,  992.8,16,   8.1,16,   2.8,16,   5.8, 999.9,   41.9*,  29.1*, 0.00I,999.9, 000000,
115190,99999, 20111123,   31.4,16,   28.8,16, 1031.4,16,  999.2,16,   2.7,16,   2.5,16,   3.9, 999.9,   33.3*,  29.3*, 0.00I,999.9, 000000,
115190,99999, 20111124,   31.9,16,   29.4,16, 1036.1,16, 1003.9,16,   3.0,16,   2.7,16,   3.9, 999.9,   33.4*,  30.7*, 0.00I,999.9, 100000,
115190,99999, 20111125,   31.4,16,   28.8,16, 1031.1,16,  999.0,16,   5.0,16,   4.0,16,   7.8, 999.9,   34.2*,  29.5*,99.99 ,999.9, 110000,
115190,99999, 20111126,   39.1,16,   33.3,16, 1029.8,16,  998.2,16,  12.9,16,  10.8,16,  15.5,  25.3,   42.3*,  35.1*, 0.00I,999.9, 000000,
115190,99999, 20111127,   44.3,16,   33.5,16, 1021.5,16,  990.5,16,  16.1,16,  10.3,16,  15.5,  27.2,   52.3*,  37.8*, 0.00I,999.9, 000000,
115190,99999, 20111128,   42.6,16,   32.8,16, 1029.0,16,  997.6,16,  15.1,16,   5.3,16,  11.7, 999.9,   50.7*,  33.1*, 0.00I,999.9, 000000,
115190,99999, 20111129,   33.7,14,   28.8,14, 1026.2,14,  994.4,14,   6.3,14,   3.7,14,   7.8, 999.9,   40.3*,  27.9*, 0.00I,999.9, 000000,
115190,99999, 20111130,   36.9,13,   33.6,13, 1029.3,13,  997.6,13,   3.4,12,   2.4,13,   5.8, 999.9,   39.0*,  32.7*,99.99 ,999.9, 110000,
115190,99999, 20111201,   41.3,16,   38.5,16, 1023.6,16,  992.4,16,   6.9,16,   3.8,16,   5.8, 999.9,   45.5*,  37.0*,99.99 ,999.9, 110000,
115190,99999, 20111202,   40.7,16,   34.6,16, 1015.2,16,  984.1,16,  14.7,16,   5.7,16,   7.8, 999.9,   47.7*,  35.8*,99.99 ,999.9, 010000,
115190,99999, 20111203,   44.2,16,   37.4,16, 1012.0,16,  981.2,16,  12.5,16,   9.8,16,  19.4,  31.1,   47.7*,  39.0*,99.99 ,999.9, 010000,
115190,99999, 20111204,   47.9,16,   41.4,16, 1002.7,16,  972.4,16,  16.4,16,  11.4,16,  23.3,  36.9,   54.0*,  43.9*,99.99 ,999.9, 010000,
115190,99999, 20111205,   40.8,16,   33.1,16, 1001.5,16,  970.9,16,  19.8,16,  11.9,16,  19.4,  36.9,   45.0*,  37.0*,99.99 ,999.9, 010000,
115190,99999, 20111206,   38.0,16,   30.7,16, 1008.5,16,  977.5,16,  19.9,16,  10.9,16,  17.5,  31.1,   41.2*,  36.3*,99.99 ,999.9, 010000,
115190,99999, 20111207,   38.8,16,   32.0,16, 1005.9,16,  975.0,16,  13.7,16,  12.0,16,  19.4,  27.2,   41.5*,  35.2*,99.99 ,999.9, 011000,
115190,99999, 20111208,   40.5,16,   30.0,16, 1017.0,16,  985.9,16,  17.1,16,  14.3,16,  21.4,  36.9,   42.8*,  38.7*,99.99 ,999.9, 010000,
115190,99999, 20111209,   44.8,16,   34.4,16, 1010.8,16,  980.1,16,  23.7,16,  12.0,16,  17.5,  29.1,   50.7*,  37.8*,99.99 ,999.9, 010000,
115190,99999, 20111210,   36.6,15,   29.1,15, 1015.3,15,  984.0,15,  16.5,15,   8.4,15,  11.7,  21.4,   42.1*,  33.1*,99.99 ,999.9, 010000,
115190,99999, 20111211,   33.6,16,   27.0,16, 1019.9,16,  988.3,16,  13.3,16,   4.5,16,   7.8, 999.9,   39.7*,  28.0*, 0.00I,999.9, 000000,
115190,99999, 20111212,   37.0,16,   32.5,16, 1013.6,16,  982.3,16,   9.4,16,   5.9,16,   9.7, 999.9,   41.7*,  33.6*,99.99 ,999.9, 010000,
115190,99999, 20111213,   41.3,16,   31.6,16, 1011.1,16,  980.2,16,  16.2,15,   7.3,16,  11.7,  21.4,   46.8*,  35.8*,99.99 ,999.9, 010000,
115190,99999, 20111214,   48.4,16,   37.1,16, 1007.8,16,  977.4,16,  16.5,16,  10.0,16,  19.4,  33.0,   53.2*,  43.2*,99.99 ,999.9, 010000,
115190,99999, 20111215,   41.2,16,   31.3,16, 1010.6,16,  979.8,16,  18.4,16,   7.4,16,  11.7, 999.9,   45.1*,  38.8*, 0.00I,999.9, 000000,
115190,99999, 20111216,   41.5,16,   34.1,16,  988.6,16,  958.4,16,  15.1,16,  12.5,16,  21.4,  50.5,   49.1*,  37.9*,99.99 ,999.9, 010000,
115190,99999, 20111217,   38.5,16,   30.6,16,  996.0,16,  965.4,16,  16.7,16,  12.1,16,  17.5,  33.0,   42.3*,  36.5*,99.99 ,999.9, 010000,
115190,99999, 20111218,   36.4,16,   28.4,16, 1009.0,16,  977.9,16,  16.9,16,  11.5,16,  15.5,  25.3,   38.8*,  34.2*,99.99 ,999.9, 011000,
115190,99999, 20111219,   33.9,16,   24.9,16, 1018.4,16,  986.8,16,  17.1,16,   7.9,16,  13.6,  21.4,   37.2*,  31.6*, 0.00I,999.9, 000000,
115190,99999, 20111220,   33.5,16,   22.3,16, 1013.7,16,  982.3,16,  16.9,16,   5.3,16,   9.7, 999.9,   36.1*,  30.6*, 0.00I,999.9, 000000,
115190,99999, 20111221,   36.8,16,   31.5,16, 1013.9,16,  982.6,16,  13.6,16,   8.9,16,  13.6,  23.3,   39.6*,  33.3*,99.99 ,999.9, 010000,
115190,99999, 20111222,   37.0,16,   32.9,16, 1022.5,16,  991.0,16,  13.0,16,   4.7,16,   7.8, 999.9,   40.1*,  34.0*,99.99 ,999.9, 010000,
115190,99999, 20111223,   42.8,16,   39.2,16, 1021.2,16,  990.1,16,  12.2,16,   6.1,16,   7.8, 999.9,   46.4*,  37.0*,99.99 ,999.9, 010000,
115190,99999, 20111224,   42.9,16,   35.1,16, 1018.6,16,  987.6,16,  16.4,16,  11.8,16,  19.4,  29.1,   46.2*,  39.4*,99.99 ,999.9, 010000,
115190,99999, 20111225,   39.4,16,   32.8,16, 1032.3,16, 1000.6,16,  13.4,16,  10.4,16,  13.6,  23.3,   41.9*,  36.7*,99.99 ,999.9, 010000,
115190,99999, 20111226,   45.0,16,   38.9,16, 1035.9,16, 1004.5,16,  17.1,16,   8.5,16,  11.7,  21.4,   48.6*,  42.1*, 0.00I,999.9, 000000,
115190,99999, 20111227,   43.9,16,   39.9,16, 1036.5,16, 1005.1,16,  11.5,16,   5.6,16,   7.8, 999.9,   45.3*,  42.1*,99.99 ,999.9, 010000,
115190,99999, 20111228,   40.6,16,   37.0,16, 1028.7,16,  997.2,16,  10.7,16,   5.9,16,   7.8, 999.9,   42.4*,  38.1*,99.99 ,999.9, 010000,
115190,99999, 20111229,   40.4,16,   31.3,16, 1019.3,16,  988.1,16,  21.0,16,  13.0,16,  19.4,  33.0,   43.2*,  37.0*,99.99 ,999.9, 010000,
115190,99999, 20111230,   37.6,16,   31.3,16, 1008.6,16,  977.5,16,  16.2,16,  13.5,16,  19.4,  33.0,   39.9*,  34.7*,99.99 ,999.9, 011000,
115190,99999, 20111231,   36.7,16,   29.8,16, 1015.6,16,  984.3,16,  14.8,16,   7.3,16,  11.7, 999.9,   38.8*,  34.7*,99.99 ,999.9, 010000,
115190,99999, 20120101,   44.5,16,   41.1,16, 1015.3,16,  984.5,16,  13.2,16,   5.6,16,   9.7, 999.9,   51.1*,  35.4*,99.99 ,999.9, 010000,
115190,99999, 20120102,   49.7,16,   42.6,16, 1011.7,16,  981.3,16,  21.6,16,   8.4,16,  13.6,  25.3,   52.7*,  46.0*, 0.00I,999.9, 000000,
115190,99999, 20120103,   44.8,16,   32.9,16, 1018.1,16,  987.2,16,  21.6,16,  11.2,16,  15.5,  33.0,   49.8*,  39.6*, 0.00I,999.9, 000000,
115190,99999, 20120104,   44.4,16,   33.4,16, 1012.3,16,  981.5,16,  17.4,16,  15.2,16,  21.4,  33.0,   49.6*,  40.1*,99.99 ,999.9, 010000,
115190,99999, 20120105,   41.3,16,   32.4,16,  992.4,16,  962.1,16,  14.8,16,  19.9,16,  27.2,  44.7,   45.0*,  39.2*,99.99 ,999.9, 010000,
115190,99999, 20120106,   38.8,16,   26.8,16, 1007.2,16,  976.3,16,  20.6,16,  13.6,16,  21.4,  38.9,   41.2*,  36.5*, 0.00I,999.9, 000000,
115190,99999, 20120107,   38.7,16,   31.5,16, 1014.2,16,  983.0,16,  14.8,16,  11.9,16,  15.5,  31.1,   40.1*,  37.4*,99.99 ,999.9, 011000,
115190,99999, 20120108,   40.1,16,   33.3,16, 1015.5,16,  984.4,16,  16.7,16,  10.3,16,  13.6,  23.3,   42.8*,  39.0*,99.99 ,999.9, 010000,
115190,99999, 20120109,   38.7,16,   34.1,16, 1024.1,16,  992.7,16,  12.7,16,   8.9,16,  13.6,  21.4,   41.0*,  36.5*,99.99 ,999.9, 010000,
115190,99999, 20120110,   41.3,16,   32.6,16, 1029.0,16,  997.6,16,  16.0,16,  10.1,16,  15.5,  29.1,   43.0*,  39.4*,99.99 ,999.9, 010000,
115190,99999, 20120111,   42.7,16,   34.6,16, 1031.4,16,  999.9,16,  13.7,15,   9.7,16,  13.6, 999.9,   46.9*,  38.7*, 0.00I,999.9, 000000,
115190,99999, 20120112,   43.9,16,   35.7,16, 1021.8,16,  990.8,16,  15.5,16,  13.4,16,  19.4,  35.0,   46.6*,  39.4*,99.99 ,999.9, 010000,
115190,99999, 20120113,   36.8,16,   29.1,16, 1017.5,16,  986.1,16,  16.5,16,  13.2,16,  21.4,  33.0,   39.4*,  33.1*,99.99 ,999.9, 011000,
115190,99999, 20120114,   35.6,16,   24.3,16, 1020.3,16,  988.7,16,  14.6,16,  12.5,16,  17.5,  29.1,   37.0*,  34.2*,99.99 ,999.9, 011000,
115190,99999, 20120115,   32.2,16,   20.0,16, 1024.2,16,  992.3,16,  17.9,16,   8.1,16,  11.7,  21.4,   35.1*,  30.2*,99.99 ,999.9, 011000,
115190,99999, 20120116,   29.9,16,   20.3,16, 1026.8,16,  994.7,16,  14.3,16,   5.5,16,   7.8, 999.9,   34.0*,  24.4*,99.99 ,999.9, 001000,
115190,99999, 20120117,   35.3,16,   29.0,16, 1027.3,16,  995.5,16,  13.0,16,   8.5,16,  11.7, 999.9,   37.4*,  32.7*,99.99 ,999.9, 011000,
115190,99999, 20120118,   35.7,16,   22.4,16, 1028.6,16,  996.8,16,  13.5,16,   7.8,16,  15.5,  25.3,   40.8*,  28.9*, 0.00I,999.9, 000000,
115190,99999, 20120119,   39.3,16,   35.1,16, 1015.6,16,  984.5,16,  10.3,16,  12.1,16,  15.5,  27.2,   45.5*,  34.3*,99.99 ,999.9, 011000,
115190,99999, 20120120,   37.1,16,   28.7,16, 1011.0,16,  979.8,16,  15.4,16,  10.6,16,  19.4,  31.1,   39.9*,  33.4*,99.99 ,999.9, 001000,
115190,99999, 20120121,   35.6,16,   30.1,16, 1008.7,16,  977.6,16,  11.8,16,   9.8,16,  13.6,  29.1,   40.3*,  32.0*,99.99 ,999.9, 011000,
115190,99999, 20120122,   40.4,16,   32.8,16, 1003.9,16,  973.1,16,  17.1,16,  15.9,16,  21.4,  36.9,   43.2*,  36.5*,99.99 ,999.9, 010000,
115190,99999, 20120123,   40.3,16,   31.5,16, 1011.9,16,  980.9,16,  17.6,16,  10.6,16,  17.5,  40.8,   44.2*,  37.2*,99.99 ,999.9, 010000,
115190,99999, 20120124,   35.4,16,   31.6,16, 1018.2,16,  986.7,16,   8.9,16,   4.9,16,   9.7, 999.9,   37.0*,  33.4*,99.99 ,999.9, 011000,
115190,99999, 20120125,   33.1,16,   26.6,16, 1024.6,16,  992.8,16,  12.1,16,   3.0,16,   5.8, 999.9,   35.2*,  31.3*,99.99 ,999.9, 010000,
115190,99999, 20120126,   29.0,16,   20.7,16, 1026.1,16,  993.9,16,  10.3,16,   4.4,16,   7.8, 999.9,   32.4*,  25.2*, 0.00I,999.9, 000000,
115190,99999, 20120127,   25.9,16,   18.9,16, 1028.3,16,  995.8,16,   7.0,16,   2.9,16,   5.8, 999.9,   31.1*,  19.0*, 0.00I,999.9, 000000,
115190,99999, 20120128,   28.4,16,   21.7,16, 1030.0,16,  997.7,16,   7.1,16,   4.2,16,   7.8, 999.9,   31.6*,  24.1*, 0.00I,999.9, 000000,
115190,99999, 20120129,   28.8,16,   20.4,16, 1030.9,16,  998.5,16,   8.4,16,   6.4,16,   9.7,  21.4,   33.3*,  25.2*, 0.00I,999.9, 000000,
115190,99999, 20120130,   25.7,16,   13.4,16, 1031.4,16,  998.8,16,   8.9,16,   6.9,16,   9.7, 999.9,   35.4*,  19.2*, 0.00I,999.9, 000000,
115190,99999, 20120131,   21.4,16,    9.7,16, 1030.0,16,  997.2,16,   9.6,16,   8.6,16,  15.5,  23.3,   30.6*,  15.6*, 0.00I,999.9, 000000,
115190,99999, 20120201,   16.8,16,    2.5,16, 1031.7,16,  998.5,16,  11.7,16,   7.6,16,  11.7,  21.4,   24.8*,  11.5*, 0.00I,999.9, 000000,
115190,99999, 20120202,   12.2,16,   -2.5,16, 1034.1,16, 1000.5,16,  12.7,16,   7.0,16,   9.7,  21.4,   20.3*,   7.3*, 0.00I,999.9, 000000,
115190,99999, 20120203,   11.1,16,   -0.2,16, 1036.2,16, 1002.5,16,   8.7,16,   2.2,16,   3.9, 999.9,   18.1*,   3.0*, 0.00I,999.9, 000000,
115190,99999, 20120204,   12.5,16,    4.2,16, 1038.1,16, 1004.4,16,   9.4,16,   4.5,16,   9.7, 999.9,   19.4*,   5.9*, 0.00I,999.9, 100000,
115190,99999, 20120205,   11.9,16,    1.8,16, 1036.9,16, 1003.2,16,   9.4,16,   4.6,16,   7.8, 999.9,   17.2*,   7.0*,99.99 ,999.9, 001000,
115190,99999, 20120206,    9.1,16,   -2.2,16, 1036.0,16, 1002.2,16,   8.7,16,   5.3,16,   9.7, 999.9,   15.6*,   1.6*, 0.00I,999.9, 000000,
115190,99999, 20120207,   11.1,16,    3.7,16, 1036.3,16, 1002.6,16,   6.1,16,   7.6,16,  11.7, 999.9,   14.9*,   7.2*,99.99 ,999.9, 001000,
115190,99999, 20120208,   16.8,16,    7.8,16, 1038.2,16, 1004.8,16,   7.0,16,   3.3,16,   5.8, 999.9,   25.2*,   9.5*, 0.00I,999.9, 000000,
