udaj,kod,url,budid,idob
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220462&idob=1000162630&b=0,220462,1000162630
V Informačním systému katastru nemovitostí:,893094101,buddet.jsp?budid=220462&idob=1000162630&b=0,220462,1000162630
V informačním systému základního registru RÚIAN:,21786399,buddet.jsp?budid=220462&idob=1000162630&b=0,220462,1000162630
V Registru sčítacích obvodů a budov:,1000162818,buddet.jsp?budid=220477&idob=1000162818&b=0,220477,1000162818
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220477&idob=1000162818&b=0,220477,1000162818
V Informačním systému katastru nemovitostí:,893685101,buddet.jsp?budid=220477&idob=1000162818&b=0,220477,1000162818
V informačním systému základního registru RÚIAN:,21786577,buddet.jsp?budid=220477&idob=1000162818&b=0,220477,1000162818
V Registru sčítacích obvodů a budov:,1000162826,buddet.jsp?budid=220478&idob=1000162826&b=0,220478,1000162826
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220478&idob=1000162826&b=0,220478,1000162826
V Informačním systému katastru nemovitostí:,892828101,buddet.jsp?budid=220478&idob=1000162826&b=0,220478,1000162826
V informačním systému základního registru RÚIAN:,21786585,buddet.jsp?budid=220478&idob=1000162826&b=0,220478,1000162826
V Registru sčítacích obvodů a budov:,1000162834,buddet.jsp?budid=220479&idob=1000162834&b=0,220479,1000162834
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220479&idob=1000162834&b=0,220479,1000162834
V Informačním systému katastru nemovitostí:,891646101,buddet.jsp?budid=220479&idob=1000162834&b=0,220479,1000162834
V informačním systému základního registru RÚIAN:,21786593,buddet.jsp?budid=220479&idob=1000162834&b=0,220479,1000162834
V Registru sčítacích obvodů a budov:,1035104334,buddet.jsp?budid=3461659&idob=1035104334&b=0,3461659,1035104334
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=3461659&idob=1035104334&b=0,3461659,1035104334
V Informačním systému katastru nemovitostí:,23159445010,buddet.jsp?budid=3461659&idob=1035104334&b=0,3461659,1035104334
V informačním systému základního registru RÚIAN:,80646743,buddet.jsp?budid=3461659&idob=1035104334&b=0,3461659,1035104334
V Registru sčítacích obvodů a budov:,1000162648,buddet.jsp?budid=220463&idob=1000162648&b=0,220463,1000162648
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220463&idob=1000162648&b=0,220463,1000162648
V Informačním systému katastru nemovitostí:,893095101,buddet.jsp?budid=220463&idob=1000162648&b=0,220463,1000162648
V informačním systému základního registru RÚIAN:,21786402,buddet.jsp?budid=220463&idob=1000162648&b=0,220463,1000162648
V Registru sčítacích obvodů a budov:,1000162656,buddet.jsp?budid=220464&idob=1000162656&b=0,220464,1000162656
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220464&idob=1000162656&b=0,220464,1000162656
V Informačním systému katastru nemovitostí:,893096101,buddet.jsp?budid=220464&idob=1000162656&b=0,220464,1000162656
V informačním systému základního registru RÚIAN:,21786411,buddet.jsp?budid=220464&idob=1000162656&b=0,220464,1000162656
V Registru sčítacích obvodů a budov:,1000162664,buddet.jsp?budid=220465&idob=1000162664&b=0,220465,1000162664
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220465&idob=1000162664&b=0,220465,1000162664
V Informačním systému katastru nemovitostí:,892021101,buddet.jsp?budid=220465&idob=1000162664&b=0,220465,1000162664
V informačním systému základního registru RÚIAN:,21786429,buddet.jsp?budid=220465&idob=1000162664&b=0,220465,1000162664
V Registru sčítacích obvodů a budov:,1000162672,buddet.jsp?budid=220466&idob=1000162672&b=0,220466,1000162672
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220466&idob=1000162672&b=0,220466,1000162672
V Informačním systému katastru nemovitostí:,893097101,buddet.jsp?budid=220466&idob=1000162672&b=0,220466,1000162672
V informačním systému základního registru RÚIAN:,21786437,buddet.jsp?budid=220466&idob=1000162672&b=0,220466,1000162672
V Registru sčítacích obvodů a budov:,1000158535,buddet.jsp?budid=220112&idob=1000158535&b=0,220112,1000158535
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220112&idob=1000158535&b=0,220112,1000158535
V Informačním systému katastru nemovitostí:,891865101,buddet.jsp?budid=220112&idob=1000158535&b=0,220112,1000158535
V informačním systému základního registru RÚIAN:,21782288,buddet.jsp?budid=220112&idob=1000158535&b=0,220112,1000158535
V Registru sčítacích obvodů a budov:,1000164993,buddet.jsp?budid=220677&idob=1000164993&b=0,220677,1000164993
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220677&idob=1000164993&b=0,220677,1000164993
V Informačním systému katastru nemovitostí:,892779101,buddet.jsp?budid=220677&idob=1000164993&b=0,220677,1000164993
V informačním systému základního registru RÚIAN:,21788758,buddet.jsp?budid=220677&idob=1000164993&b=0,220677,1000164993
V Registru sčítacích obvodů a budov:,1030209201,buddet.jsp?budid=1675755&idob=1030209201&b=0,1675755,1030209201
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=1675755&idob=1030209201&b=0,1675755,1030209201
V Informačním systému katastru nemovitostí:,1177977101,buddet.jsp?budid=1675755&idob=1030209201&b=0,1675755,1030209201
V informačním systému základního registru RÚIAN:,24891762,buddet.jsp?budid=1675755&idob=1030209201&b=0,1675755,1030209201
V Registru sčítacích obvodů a budov:,1030405310,buddet.jsp?budid=1474214&idob=1030405310&b=0,1474214,1030405310
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=1474214&idob=1030405310&b=0,1474214,1030405310
V Informačním systému katastru nemovitostí:,1173936101,buddet.jsp?budid=1474214&idob=1030405310&b=0,1474214,1030405310
V informačním systému základního registru RÚIAN:,25458167,buddet.jsp?budid=1474214&idob=1030405310&b=0,1474214,1030405310
V Registru sčítacích obvodů a budov:,1031851151,buddet.jsp?budid=2869573&idob=1031851151&b=0,2869573,1031851151
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=2869573&idob=1031851151&b=0,2869573,1031851151
V Informačním systému katastru nemovitostí:,891664101,buddet.jsp?budid=2869573&idob=1031851151&b=0,2869573,1031851151
V informačním systému základního registru RÚIAN:,26862140,buddet.jsp?budid=2869573&idob=1031851151&b=0,2869573,1031851151
V Registru sčítacích obvodů a budov:,1031991123,buddet.jsp?budid=2881765&idob=1031991123&b=0,2881765,1031991123
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=2881765&idob=1031991123&b=0,2881765,1031991123
V Informačním systému katastru nemovitostí:,1297926101,buddet.jsp?budid=2881765&idob=1031991123&b=0,2881765,1031991123
V informačním systému základního registru RÚIAN:,27007723,buddet.jsp?budid=2881765&idob=1031991123&b=0,2881765,1031991123
V Registru sčítacích obvodů a budov:,1032024313,buddet.jsp?budid=2897180&idob=1032024313&b=0,2897180,1032024313
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=2897180&idob=1032024313&b=0,2897180,1032024313
V Informačním systému katastru nemovitostí:,1317469101,buddet.jsp?budid=2897180&idob=1032024313&b=0,2897180,1032024313
V informačním systému základního registru RÚIAN:,27068099,buddet.jsp?budid=2897180&idob=1032024313&b=0,2897180,1032024313
V Registru sčítacích obvodů a budov:,1032724188,buddet.jsp?budid=2991320&idob=1032724188&b=0,2991320,1032724188
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=2991320&idob=1032724188&b=0,2991320,1032724188
V Informačním systému katastru nemovitostí:,1292637101,buddet.jsp?budid=2991320&idob=1032724188&b=0,2991320,1032724188
V informačním systému základního registru RÚIAN:,27407705,buddet.jsp?budid=2991320&idob=1032724188&b=0,2991320,1032724188
V Registru sčítacích obvodů a budov:,1033121886,buddet.jsp?budid=3364420&idob=1033121886&b=0,3364420,1033121886
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=3364420&idob=1033121886&b=0,3364420,1033121886
V Informačním systému katastru nemovitostí:,1327267101,buddet.jsp?budid=3364420&idob=1033121886&b=0,3364420,1033121886
V informačním systému základního registru RÚIAN:,27504972,buddet.jsp?budid=3364420&idob=1033121886&b=0,3364420,1033121886
V Registru sčítacích obvodů a budov:,1033121886,buddet.jsp?budid=3036909&idob=1033121886&b=0,3036909,1033121886
Pořadové číslo budovy (vchodu):,2,buddet.jsp?budid=3036909&idob=1033121886&b=0,3036909,1033121886
V Informačním systému katastru nemovitostí:,1327267101,buddet.jsp?budid=3036909&idob=1033121886&b=0,3036909,1033121886
V informačním systému základního registru RÚIAN:,27504972,buddet.jsp?budid=3036909&idob=1033121886&b=0,3036909,1033121886
V Registru sčítacích obvodů a budov:,1033783561,buddet.jsp?budid=3176563&idob=1033783561&b=0,3176563,1033783561
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=3176563&idob=1033783561&b=0,3176563,1033783561
V Informačním systému katastru nemovitostí:,891662101,buddet.jsp?budid=3176563&idob=1033783561&b=0,3176563,1033783561
V informačním systému základního registru RÚIAN:,51340763,buddet.jsp?budid=3176563&idob=1033783561&b=0,3176563,1033783561
V Registru sčítacích obvodů a budov:,1000154211,buddet.jsp?budid=219733&idob=1000154211&b=0,219733,1000154211
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219733&idob=1000154211&b=0,219733,1000154211
V Informačním systému katastru nemovitostí:,892672101,buddet.jsp?budid=219733&idob=1000154211&b=0,219733,1000154211
V informačním systému základního registru RÚIAN:,21777969,buddet.jsp?budid=219733&idob=1000154211&b=0,219733,1000154211
V Registru sčítacích obvodů a budov:,1000154611,buddet.jsp?budid=219765&idob=1000154611&b=0,219765,1000154611
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219765&idob=1000154611&b=0,219765,1000154611
V Informačním systému katastru nemovitostí:,892673101,buddet.jsp?budid=219765&idob=1000154611&b=0,219765,1000154611
V informačním systému základního registru RÚIAN:,21778361,buddet.jsp?budid=219765&idob=1000154611&b=0,219765,1000154611
V Registru sčítacích obvodů a budov:,1000154891,buddet.jsp?budid=219789&idob=1000154891&b=0,219789,1000154891
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219789&idob=1000154891&b=0,219789,1000154891
V Informačním systému katastru nemovitostí:,892715101,buddet.jsp?budid=219789&idob=1000154891&b=0,219789,1000154891
V informačním systému základního registru RÚIAN:,21778647,buddet.jsp?budid=219789&idob=1000154891&b=0,219789,1000154891
V Registru sčítacích obvodů a budov:,1000157971,buddet.jsp?budid=220061&idob=1000157971&b=0,220061,1000157971
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220061&idob=1000157971&b=0,220061,1000157971
V Informačním systému katastru nemovitostí:,892364101,buddet.jsp?budid=220061&idob=1000157971&b=0,220061,1000157971
V informačním systému základního registru RÚIAN:,21781745,buddet.jsp?budid=220061&idob=1000157971&b=0,220061,1000157971
V Registru sčítacích obvodů a budov:,1000158578,buddet.jsp?budid=684508&idob=1000158578&b=0,684508,1000158578
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=684508&idob=1000158578&b=0,684508,1000158578
V Informačním systému katastru nemovitostí:,892838101,buddet.jsp?budid=684508&idob=1000158578&b=0,684508,1000158578
V informačním systému základního registru RÚIAN:,21782326,buddet.jsp?budid=684508&idob=1000158578&b=0,684508,1000158578
V Registru sčítacích obvodů a budov:,1000159175,buddet.jsp?budid=684806&idob=1000159175&b=0,684806,1000159175
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=684806&idob=1000159175&b=0,684806,1000159175
V Informačním systému katastru nemovitostí:,891771101,buddet.jsp?budid=684806&idob=1000159175&b=0,684806,1000159175
V informačním systému základního registru RÚIAN:,21782946,buddet.jsp?budid=684806&idob=1000159175&b=0,684806,1000159175
V Registru sčítacích obvodů a budov:,1000160271,buddet.jsp?budid=220261&idob=1000160271&b=0,220261,1000160271
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220261&idob=1000160271&b=0,220261,1000160271
V Informačním systému katastru nemovitostí:,893065101,buddet.jsp?budid=220261&idob=1000160271&b=0,220261,1000160271
V informačním systému základního registru RÚIAN:,21784043,buddet.jsp?budid=220261&idob=1000160271&b=0,220261,1000160271
V Registru sčítacích obvodů a budov:,1000161242,buddet.jsp?budid=684913&idob=1000161242&b=0,684913,1000161242
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=684913&idob=1000161242&b=0,684913,1000161242
V Informačním systému katastru nemovitostí:,891770101,buddet.jsp?budid=684913&idob=1000161242&b=0,684913,1000161242
V informačním systému základního registru RÚIAN:,21785007,buddet.jsp?budid=684913&idob=1000161242&b=0,684913,1000161242
V Registru sčítacích obvodů a budov:,1000161536,buddet.jsp?budid=220367&idob=1000161536&b=0,220367,1000161536
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220367&idob=1000161536&b=0,220367,1000161536
V Informačním systému katastru nemovitostí:,892009101,buddet.jsp?budid=220367&idob=1000161536&b=0,220367,1000161536
V informačním systému základního registru RÚIAN:,21785295,buddet.jsp?budid=220367&idob=1000161536&b=0,220367,1000161536
V Registru sčítacích obvodů a budov:,1000164543,buddet.jsp?budid=220635&idob=1000164543&b=0,220635,1000164543
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220635&idob=1000164543&b=0,220635,1000164543
V Informačním systému katastru nemovitostí:,893453101,buddet.jsp?budid=220635&idob=1000164543&b=0,220635,1000164543
V informačním systému základního registru RÚIAN:,21788308,buddet.jsp?budid=220635&idob=1000164543&b=0,220635,1000164543
V Registru sčítacích obvodů a budov:,1000164721,buddet.jsp?budid=220652&idob=1000164721&b=0,220652,1000164721
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220652&idob=1000164721&b=0,220652,1000164721
V Informačním systému katastru nemovitostí:,893337101,buddet.jsp?budid=220652&idob=1000164721&b=0,220652,1000164721
V informačním systému základního registru RÚIAN:,21788481,buddet.jsp?budid=220652&idob=1000164721&b=0,220652,1000164721
V Registru sčítacích obvodů a budov:,1000165141,buddet.jsp?budid=220690&idob=1000165141&b=0,220690,1000165141
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220690&idob=1000165141&b=0,220690,1000165141
V Informačním systému katastru nemovitostí:,893338101,buddet.jsp?budid=220690&idob=1000165141&b=0,220690,1000165141
V informačním systému základního registru RÚIAN:,24778966,buddet.jsp?budid=220690&idob=1000165141&b=0,220690,1000165141
V Registru sčítacích obvodů a budov:,1000165159,buddet.jsp?budid=220691&idob=1000165159&b=0,220691,1000165159
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220691&idob=1000165159&b=0,220691,1000165159
V Informačním systému katastru nemovitostí:,893339101,buddet.jsp?budid=220691&idob=1000165159&b=0,220691,1000165159
V informačním systému základního registru RÚIAN:,24778974,buddet.jsp?budid=220691&idob=1000165159&b=0,220691,1000165159
V Registru sčítacích obvodů a budov:,1031845097,buddet.jsp?budid=2880082&idob=1031845097&b=0,2880082,1031845097
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=2880082&idob=1031845097&b=0,2880082,1031845097
V Informačním systému katastru nemovitostí:,1230213101,buddet.jsp?budid=2880082&idob=1031845097&b=0,2880082,1031845097
V informačním systému základního registru RÚIAN:,26798697,buddet.jsp?budid=2880082&idob=1031845097&b=0,2880082,1031845097
V Registru sčítacích obvodů a budov:,1000155846,buddet.jsp?budid=968537&idob=1000155846&b=0,968537,1000155846
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=968537&idob=1000155846&b=0,968537,1000155846
V Informačním systému katastru nemovitostí:,893013101,buddet.jsp?budid=968537&idob=1000155846&b=0,968537,1000155846
V informačním systému základního registru RÚIAN:,21779619,buddet.jsp?budid=968537&idob=1000155846&b=0,968537,1000155846
V Registru sčítacích obvodů a budov:,1000156711,buddet.jsp?budid=684907&idob=1000156711&b=0,684907,1000156711
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=684907&idob=1000156711&b=0,684907,1000156711
V Informačním systému katastru nemovitostí:,893580101,buddet.jsp?budid=684907&idob=1000156711&b=0,684907,1000156711
V informačním systému základního registru RÚIAN:,21780480,buddet.jsp?budid=684907&idob=1000156711&b=0,684907,1000156711
V Registru sčítacích obvodů a budov:,1000156729,buddet.jsp?budid=219950&idob=1000156729&b=0,219950,1000156729
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219950&idob=1000156729&b=0,219950,1000156729
V Informačním systému katastru nemovitostí:,893127101,buddet.jsp?budid=219950&idob=1000156729&b=0,219950,1000156729
V informačním systému základního registru RÚIAN:,21780498,buddet.jsp?budid=219950&idob=1000156729&b=0,219950,1000156729
V Registru sčítacích obvodů a budov:,1000157199,buddet.jsp?budid=219993&idob=1000157199&b=0,219993,1000157199
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219993&idob=1000157199&b=0,219993,1000157199
V Informačním systému katastru nemovitostí:,893026101,buddet.jsp?budid=219993&idob=1000157199&b=0,219993,1000157199
V informačním systému základního registru RÚIAN:,21780960,buddet.jsp?budid=219993&idob=1000157199&b=0,219993,1000157199
V Registru sčítacích obvodů a budov:,1000161790,buddet.jsp?budid=220391&idob=1000161790&b=0,220391,1000161790
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220391&idob=1000161790&b=0,220391,1000161790
V Informačním systému katastru nemovitostí:,892591101,buddet.jsp?budid=220391&idob=1000161790&b=0,220391,1000161790
V informačním systému základního registru RÚIAN:,21785554,buddet.jsp?budid=220391&idob=1000161790&b=0,220391,1000161790
V Registru sčítacích obvodů a budov:,1000161803,buddet.jsp?budid=220392&idob=1000161803&b=0,220392,1000161803
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220392&idob=1000161803&b=0,220392,1000161803
V Informačním systému katastru nemovitostí:,893146101,buddet.jsp?budid=220392&idob=1000161803&b=0,220392,1000161803
V informačním systému základního registru RÚIAN:,21785562,buddet.jsp?budid=220392&idob=1000161803&b=0,220392,1000161803
V Registru sčítacích obvodů a budov:,1000161811,buddet.jsp?budid=220393&idob=1000161811&b=0,220393,1000161811
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220393&idob=1000161811&b=0,220393,1000161811
V Informačním systému katastru nemovitostí:,893148101,buddet.jsp?budid=220393&idob=1000161811&b=0,220393,1000161811
V informačním systému základního registru RÚIAN:,21785571,buddet.jsp?budid=220393&idob=1000161811&b=0,220393,1000161811
V Registru sčítacích obvodů a budov:,1000161820,buddet.jsp?budid=220394&idob=1000161820&b=0,220394,1000161820
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220394&idob=1000161820&b=0,220394,1000161820
V Informačním systému katastru nemovitostí:,892740101,buddet.jsp?budid=220394&idob=1000161820&b=0,220394,1000161820
V informačním systému základního registru RÚIAN:,21785589,buddet.jsp?budid=220394&idob=1000161820&b=0,220394,1000161820
V Registru sčítacích obvodů a budov:,1000163555,buddet.jsp?budid=220542&idob=1000163555&b=0,220542,1000163555
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220542&idob=1000163555&b=0,220542,1000163555
V Informačním systému katastru nemovitostí:,892745101,buddet.jsp?budid=220542&idob=1000163555&b=0,220542,1000163555
V informačním systému základního registru RÚIAN:,21787310,buddet.jsp?budid=220542&idob=1000163555&b=0,220542,1000163555
V Registru sčítacích obvodů a budov:,1000164462,buddet.jsp?budid=220628&idob=1000164462&b=0,220628,1000164462
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220628&idob=1000164462&b=0,220628,1000164462
V Informačním systému katastru nemovitostí:,1020608101,buddet.jsp?budid=220628&idob=1000164462&b=0,220628,1000164462
V informačním systému základního registru RÚIAN:,21788235,buddet.jsp?budid=220628&idob=1000164462&b=0,220628,1000164462
V Registru sčítacích obvodů a budov:,1000164471,buddet.jsp?budid=3349387&idob=1000164471&b=0,3349387,1000164471
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=3349387&idob=1000164471&b=0,3349387,1000164471
V Informačním systému katastru nemovitostí:,1020608101,buddet.jsp?budid=3349387&idob=1000164471&b=0,3349387,1000164471
V informačním systému základního registru RÚIAN:,21788235,buddet.jsp?budid=3349387&idob=1000164471&b=0,3349387,1000164471
V Registru sčítacích obvodů a budov:,1000164489,buddet.jsp?budid=220630&idob=1000164489&b=0,220630,1000164489
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220630&idob=1000164489&b=0,220630,1000164489
V Informačním systému katastru nemovitostí:,893654101,buddet.jsp?budid=220630&idob=1000164489&b=0,220630,1000164489
V informačním systému základního registru RÚIAN:,21788243,buddet.jsp?budid=220630&idob=1000164489&b=0,220630,1000164489
V Registru sčítacích obvodů a budov:,1000165191,buddet.jsp?budid=220694&idob=1000165191&b=0,220694,1000165191
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220694&idob=1000165191&b=0,220694,1000165191
V Informačním systému katastru nemovitostí:,893423101,buddet.jsp?budid=220694&idob=1000165191&b=0,220694,1000165191
V informačním systému základního registru RÚIAN:,25708074,buddet.jsp?budid=220694&idob=1000165191&b=0,220694,1000165191
V Registru sčítacích obvodů a budov:,1031568425,buddet.jsp?budid=2832087&idob=1031568425&b=0,2832087,1031568425
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=2832087&idob=1031568425&b=0,2832087,1031568425
V Informačním systému katastru nemovitostí:,1260216101,buddet.jsp?budid=2832087&idob=1031568425&b=0,2832087,1031568425
V informačním systému základního registru RÚIAN:,26200244,buddet.jsp?budid=2832087&idob=1031568425&b=0,2832087,1031568425
V Registru sčítacích obvodů a budov:,1031568433,buddet.jsp?budid=2832088&idob=1031568433&b=0,2832088,1031568433
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=2832088&idob=1031568433&b=0,2832088,1031568433
V Informačním systému katastru nemovitostí:,1260217101,buddet.jsp?budid=2832088&idob=1031568433&b=0,2832088,1031568433
V informačním systému základního registru RÚIAN:,26200228,buddet.jsp?budid=2832088&idob=1031568433&b=0,2832088,1031568433
V Registru sčítacích obvodů a budov:,1000154998,buddet.jsp?budid=219798&idob=1000154998&b=0,219798,1000154998
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219798&idob=1000154998&b=0,219798,1000154998
V Informačním systému katastru nemovitostí:,892307101,buddet.jsp?budid=219798&idob=1000154998&b=0,219798,1000154998
V informačním systému základního registru RÚIAN:,21778744,buddet.jsp?budid=219798&idob=1000154998&b=0,219798,1000154998
V Registru sčítacích obvodů a budov:,1000155005,buddet.jsp?budid=219799&idob=1000155005&b=0,219799,1000155005
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219799&idob=1000155005&b=0,219799,1000155005
V Informačním systému katastru nemovitostí:,893130101,buddet.jsp?budid=219799&idob=1000155005&b=0,219799,1000155005
V informačním systému základního registru RÚIAN:,21778752,buddet.jsp?budid=219799&idob=1000155005&b=0,219799,1000155005
V Registru sčítacích obvodů a budov:,1000155820,buddet.jsp?budid=219870&idob=1000155820&b=0,219870,1000155820
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219870&idob=1000155820&b=0,219870,1000155820
V Informačním systému katastru nemovitostí:,893358101,buddet.jsp?budid=219870&idob=1000155820&b=0,219870,1000155820
V informačním systému základního registru RÚIAN:,21779597,buddet.jsp?budid=219870&idob=1000155820&b=0,219870,1000155820
V Registru sčítacích obvodů a budov:,1000158306,buddet.jsp?budid=220087&idob=1000158306&b=0,220087,1000158306
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220087&idob=1000158306&b=0,220087,1000158306
V Informačním systému katastru nemovitostí:,893042101,buddet.jsp?budid=220087&idob=1000158306&b=0,220087,1000158306
V informačním systému základního registru RÚIAN:,21782067,buddet.jsp?budid=220087&idob=1000158306&b=0,220087,1000158306
V Registru sčítacích obvodů a budov:,1000161846,buddet.jsp?budid=220396&idob=1000161846&b=0,220396,1000161846
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220396&idob=1000161846&b=0,220396,1000161846
V Informačním systému katastru nemovitostí:,892208101,buddet.jsp?budid=220396&idob=1000161846&b=0,220396,1000161846
V informačním systému základního registru RÚIAN:,21785601,buddet.jsp?budid=220396&idob=1000161846&b=0,220396,1000161846
V Registru sčítacích obvodů a budov:,1000161854,buddet.jsp?budid=220397&idob=1000161854&b=0,220397,1000161854
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220397&idob=1000161854&b=0,220397,1000161854
V Informačním systému katastru nemovitostí:,892454101,buddet.jsp?budid=220397&idob=1000161854&b=0,220397,1000161854
V informačním systému základního registru RÚIAN:,21785619,buddet.jsp?budid=220397&idob=1000161854&b=0,220397,1000161854
V Registru sčítacích obvodů a budov:,1000161862,buddet.jsp?budid=220398&idob=1000161862&b=0,220398,1000161862
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220398&idob=1000161862&b=0,220398,1000161862
V Informačním systému katastru nemovitostí:,892355101,buddet.jsp?budid=220398&idob=1000161862&b=0,220398,1000161862
V informačním systému základního registru RÚIAN:,21785627,buddet.jsp?budid=220398&idob=1000161862&b=0,220398,1000161862
V Registru sčítacích obvodů a budov:,1000164497,buddet.jsp?budid=220631&idob=1000164497&b=0,220631,1000164497
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220631&idob=1000164497&b=0,220631,1000164497
V Informačním systému katastru nemovitostí:,893658101,buddet.jsp?budid=220631&idob=1000164497&b=0,220631,1000164497
V informačním systému základního registru RÚIAN:,21788251,buddet.jsp?budid=220631&idob=1000164497&b=0,220631,1000164497
V Registru sčítacích obvodů a budov:,1000154017,buddet.jsp?budid=685139&idob=1000154017&b=0,685139,1000154017
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=685139&idob=1000154017&b=0,685139,1000154017
V Informačním systému katastru nemovitostí:,892345101,buddet.jsp?budid=685139&idob=1000154017&b=0,685139,1000154017
V informačním systému základního registru RÚIAN:,21777764,buddet.jsp?budid=685139&idob=1000154017&b=0,685139,1000154017
V Registru sčítacích obvodů a budov:,1000154092,buddet.jsp?budid=219721&idob=1000154092&b=0,219721,1000154092
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219721&idob=1000154092&b=0,219721,1000154092
V Informačním systému katastru nemovitostí:,892460101,buddet.jsp?budid=219721&idob=1000154092&b=0,219721,1000154092
V informačním systému základního registru RÚIAN:,21777845,buddet.jsp?budid=219721&idob=1000154092&b=0,219721,1000154092
V Registru sčítacích obvodů a budov:,1000154459,buddet.jsp?budid=219752&idob=1000154459&b=0,219752,1000154459
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219752&idob=1000154459&b=0,219752,1000154459
V Informačním systému katastru nemovitostí:,891928101,buddet.jsp?budid=219752&idob=1000154459&b=0,219752,1000154459
V informačním systému základního registru RÚIAN:,21778205,buddet.jsp?budid=219752&idob=1000154459&b=0,219752,1000154459
V Registru sčítacích obvodů a budov:,1000154467,buddet.jsp?budid=219753&idob=1000154467&b=0,219753,1000154467
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219753&idob=1000154467&b=0,219753,1000154467
V Informačním systému katastru nemovitostí:,892281101,buddet.jsp?budid=219753&idob=1000154467&b=0,219753,1000154467
V informačním systému základního registru RÚIAN:,21778213,buddet.jsp?budid=219753&idob=1000154467&b=0,219753,1000154467
V Registru sčítacích obvodů a budov:,1000155218,buddet.jsp?budid=219818&idob=1000155218&b=0,219818,1000155218
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219818&idob=1000155218&b=0,219818,1000155218
V Informačním systému katastru nemovitostí:,893488101,buddet.jsp?budid=219818&idob=1000155218&b=0,219818,1000155218
V informačním systému základního registru RÚIAN:,21778965,buddet.jsp?budid=219818&idob=1000155218&b=0,219818,1000155218
V Registru sčítacích obvodů a budov:,1000157385,buddet.jsp?budid=220010&idob=1000157385&b=0,220010,1000157385
