udaj,kod,url,budid,idob
V Informačním systému katastru nemovitostí:,891927101,buddet.jsp?budid=219964&idob=1000156885&b=0,219964,1000156885
V informačním systému základního registru RÚIAN:,21780650,buddet.jsp?budid=219964&idob=1000156885&b=0,219964,1000156885
V Registru sčítacích obvodů a budov:,1000163008,buddet.jsp?budid=220494&idob=1000163008&b=0,220494,1000163008
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220494&idob=1000163008&b=0,220494,1000163008
V Informačním systému katastru nemovitostí:,892512101,buddet.jsp?budid=220494&idob=1000163008&b=0,220494,1000163008
V informačním systému základního registru RÚIAN:,21786763,buddet.jsp?budid=220494&idob=1000163008&b=0,220494,1000163008
V Registru sčítacích obvodů a budov:,1000163016,buddet.jsp?budid=220495&idob=1000163016&b=0,220495,1000163016
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220495&idob=1000163016&b=0,220495,1000163016
V Informačním systému katastru nemovitostí:,892166101,buddet.jsp?budid=220495&idob=1000163016&b=0,220495,1000163016
V informačním systému základního registru RÚIAN:,21786771,buddet.jsp?budid=220495&idob=1000163016&b=0,220495,1000163016
V Registru sčítacích obvodů a budov:,1000163024,buddet.jsp?budid=220496&idob=1000163024&b=0,220496,1000163024
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220496&idob=1000163024&b=0,220496,1000163024
V Informačním systému katastru nemovitostí:,892624101,buddet.jsp?budid=220496&idob=1000163024&b=0,220496,1000163024
V informačním systému základního registru RÚIAN:,21786780,buddet.jsp?budid=220496&idob=1000163024&b=0,220496,1000163024
V Registru sčítacích obvodů a budov:,1000163032,buddet.jsp?budid=220497&idob=1000163032&b=0,220497,1000163032
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220497&idob=1000163032&b=0,220497,1000163032
V Informačním systému katastru nemovitostí:,892356101,buddet.jsp?budid=220497&idob=1000163032&b=0,220497,1000163032
V informačním systému základního registru RÚIAN:,21786798,buddet.jsp?budid=220497&idob=1000163032&b=0,220497,1000163032
V Registru sčítacích obvodů a budov:,1000163041,buddet.jsp?budid=684778&idob=1000163041&b=0,684778,1000163041
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=684778&idob=1000163041&b=0,684778,1000163041
V Informačním systému katastru nemovitostí:,892353101,buddet.jsp?budid=684778&idob=1000163041&b=0,684778,1000163041
V informačním systému základního registru RÚIAN:,21786801,buddet.jsp?budid=684778&idob=1000163041&b=0,684778,1000163041
V Registru sčítacích obvodů a budov:,1000163059,buddet.jsp?budid=220498&idob=1000163059&b=0,220498,1000163059
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220498&idob=1000163059&b=0,220498,1000163059
V Informačním systému katastru nemovitostí:,893201101,buddet.jsp?budid=220498&idob=1000163059&b=0,220498,1000163059
V informačním systému základního registru RÚIAN:,21786810,buddet.jsp?budid=220498&idob=1000163059&b=0,220498,1000163059
V Registru sčítacích obvodů a budov:,1000163067,buddet.jsp?budid=220499&idob=1000163067&b=0,220499,1000163067
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220499&idob=1000163067&b=0,220499,1000163067
V Informačním systému katastru nemovitostí:,893099101,buddet.jsp?budid=220499&idob=1000163067&b=0,220499,1000163067
V informačním systému základního registru RÚIAN:,21786828,buddet.jsp?budid=220499&idob=1000163067&b=0,220499,1000163067
V Registru sčítacích obvodů a budov:,1000156389,buddet.jsp?budid=219920&idob=1000156389&b=0,219920,1000156389
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219920&idob=1000156389&b=0,219920,1000156389
V Informačním systému katastru nemovitostí:,893015101,buddet.jsp?budid=219920&idob=1000156389&b=0,219920,1000156389
V informačním systému základního registru RÚIAN:,21780153,buddet.jsp?budid=219920&idob=1000156389&b=0,219920,1000156389
V Registru sčítacích obvodů a budov:,1000156401,buddet.jsp?budid=219921&idob=1000156401&b=0,219921,1000156401
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219921&idob=1000156401&b=0,219921,1000156401
V Informačním systému katastru nemovitostí:,892858101,buddet.jsp?budid=219921&idob=1000156401&b=0,219921,1000156401
V informačním systému základního registru RÚIAN:,21780170,buddet.jsp?budid=219921&idob=1000156401&b=0,219921,1000156401
V Registru sčítacích obvodů a budov:,1000156478,buddet.jsp?budid=219927&idob=1000156478&b=0,219927,1000156478
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219927&idob=1000156478&b=0,219927,1000156478
V Informačním systému katastru nemovitostí:,892614101,buddet.jsp?budid=219927&idob=1000156478&b=0,219927,1000156478
V informačním systému základního registru RÚIAN:,21780242,buddet.jsp?budid=219927&idob=1000156478&b=0,219927,1000156478
V Registru sčítacích obvodů a budov:,1000156541,buddet.jsp?budid=219934&idob=1000156541&b=0,219934,1000156541
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219934&idob=1000156541&b=0,219934,1000156541
V Informačním systému katastru nemovitostí:,892332101,buddet.jsp?budid=219934&idob=1000156541&b=0,219934,1000156541
V informačním systému základního registru RÚIAN:,21780315,buddet.jsp?budid=219934&idob=1000156541&b=0,219934,1000156541
V Registru sčítacích obvodů a budov:,1000156583,buddet.jsp?budid=219938&idob=1000156583&b=0,219938,1000156583
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219938&idob=1000156583&b=0,219938,1000156583
V Informačním systému katastru nemovitostí:,893489101,buddet.jsp?budid=219938&idob=1000156583&b=0,219938,1000156583
V informačním systému základního registru RÚIAN:,21780358,buddet.jsp?budid=219938&idob=1000156583&b=0,219938,1000156583
V Registru sčítacích obvodů a budov:,1000160050,buddet.jsp?budid=220243&idob=1000160050&b=0,220243,1000160050
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220243&idob=1000160050&b=0,220243,1000160050
V Informačním systému katastru nemovitostí:,891880101,buddet.jsp?budid=220243&idob=1000160050&b=0,220243,1000160050
V informačním systému základního registru RÚIAN:,21783829,buddet.jsp?budid=220243&idob=1000160050&b=0,220243,1000160050
V Registru sčítacích obvodů a budov:,1000160068,buddet.jsp?budid=220244&idob=1000160068&b=0,220244,1000160068
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220244&idob=1000160068&b=0,220244,1000160068
V Informačním systému katastru nemovitostí:,891787101,buddet.jsp?budid=220244&idob=1000160068&b=0,220244,1000160068
V informačním systému základního registru RÚIAN:,21783837,buddet.jsp?budid=220244&idob=1000160068&b=0,220244,1000160068
V Registru sčítacích obvodů a budov:,1000160114,buddet.jsp?budid=220248&idob=1000160114&b=0,220248,1000160114
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220248&idob=1000160114&b=0,220248,1000160114
V Informačním systému katastru nemovitostí:,892006101,buddet.jsp?budid=220248&idob=1000160114&b=0,220248,1000160114
V informačním systému základního registru RÚIAN:,21783888,buddet.jsp?budid=220248&idob=1000160114&b=0,220248,1000160114
V Registru sčítacích obvodů a budov:,1000160122,buddet.jsp?budid=684857&idob=1000160122&b=0,684857,1000160122
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=684857&idob=1000160122&b=0,684857,1000160122
V Informačním systému katastru nemovitostí:,891790101,buddet.jsp?budid=684857&idob=1000160122&b=0,684857,1000160122
V informačním systému základního registru RÚIAN:,21783896,buddet.jsp?budid=684857&idob=1000160122&b=0,684857,1000160122
V Registru sčítacích obvodů a budov:,1000161005,buddet.jsp?budid=220324&idob=1000161005&b=0,220324,1000161005
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220324&idob=1000161005&b=0,220324,1000161005
V Informačním systému katastru nemovitostí:,893075101,buddet.jsp?budid=220324&idob=1000161005&b=0,220324,1000161005
V informačním systému základního registru RÚIAN:,21784761,buddet.jsp?budid=220324&idob=1000161005&b=0,220324,1000161005
V Registru sčítacích obvodů a budov:,1000162907,buddet.jsp?budid=220485&idob=1000162907&b=0,220485,1000162907
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220485&idob=1000162907&b=0,220485,1000162907
V Informačním systému katastru nemovitostí:,892482101,buddet.jsp?budid=220485&idob=1000162907&b=0,220485,1000162907
V informačním systému základního registru RÚIAN:,21786666,buddet.jsp?budid=220485&idob=1000162907&b=0,220485,1000162907
V Registru sčítacích obvodů a budov:,1000162915,buddet.jsp?budid=220486&idob=1000162915&b=0,220486,1000162915
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220486&idob=1000162915&b=0,220486,1000162915
V Informačním systému katastru nemovitostí:,893521101,buddet.jsp?budid=220486&idob=1000162915&b=0,220486,1000162915
V informačním systému základního registru RÚIAN:,21786674,buddet.jsp?budid=220486&idob=1000162915&b=0,220486,1000162915
V Registru sčítacích obvodů a budov:,1000162923,buddet.jsp?budid=220487&idob=1000162923&b=0,220487,1000162923
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220487&idob=1000162923&b=0,220487,1000162923
V Informačním systému katastru nemovitostí:,892106101,buddet.jsp?budid=220487&idob=1000162923&b=0,220487,1000162923
V informačním systému základního registru RÚIAN:,21786682,buddet.jsp?budid=220487&idob=1000162923&b=0,220487,1000162923
V Registru sčítacích obvodů a budov:,1000162931,buddet.jsp?budid=220488&idob=1000162931&b=0,220488,1000162931
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220488&idob=1000162931&b=0,220488,1000162931
V Informačním systému katastru nemovitostí:,892515101,buddet.jsp?budid=220488&idob=1000162931&b=0,220488,1000162931
V informačním systému základního registru RÚIAN:,21786691,buddet.jsp?budid=220488&idob=1000162931&b=0,220488,1000162931
V Registru sčítacích obvodů a budov:,1000162940,buddet.jsp?budid=220489&idob=1000162940&b=0,220489,1000162940
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220489&idob=1000162940&b=0,220489,1000162940
V Informačním systému katastru nemovitostí:,893248101,buddet.jsp?budid=220489&idob=1000162940&b=0,220489,1000162940
V informačním systému základního registru RÚIAN:,21786704,buddet.jsp?budid=220489&idob=1000162940&b=0,220489,1000162940
V Registru sčítacích obvodů a budov:,1000162958,buddet.jsp?budid=220490&idob=1000162958&b=0,220490,1000162958
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220490&idob=1000162958&b=0,220490,1000162958
V Informačním systému katastru nemovitostí:,892794101,buddet.jsp?budid=220490&idob=1000162958&b=0,220490,1000162958
V informačním systému základního registru RÚIAN:,21786712,buddet.jsp?budid=220490&idob=1000162958&b=0,220490,1000162958
V Registru sčítacích obvodů a budov:,1000162966,buddet.jsp?budid=684777&idob=1000162966&b=0,684777,1000162966
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=684777&idob=1000162966&b=0,684777,1000162966
V Informačním systému katastru nemovitostí:,892392101,buddet.jsp?budid=684777&idob=1000162966&b=0,684777,1000162966
V informačním systému základního registru RÚIAN:,21786721,buddet.jsp?budid=684777&idob=1000162966&b=0,684777,1000162966
V Registru sčítacích obvodů a budov:,1000162974,buddet.jsp?budid=220491&idob=1000162974&b=0,220491,1000162974
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220491&idob=1000162974&b=0,220491,1000162974
V Informačním systému katastru nemovitostí:,892448101,buddet.jsp?budid=220491&idob=1000162974&b=0,220491,1000162974
V informačním systému základního registru RÚIAN:,21786739,buddet.jsp?budid=220491&idob=1000162974&b=0,220491,1000162974
V Registru sčítacích obvodů a budov:,1000162982,buddet.jsp?budid=220492&idob=1000162982&b=0,220492,1000162982
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220492&idob=1000162982&b=0,220492,1000162982
V Informačním systému katastru nemovitostí:,892606101,buddet.jsp?budid=220492&idob=1000162982&b=0,220492,1000162982
V informačním systému základního registru RÚIAN:,21786747,buddet.jsp?budid=220492&idob=1000162982&b=0,220492,1000162982
V Registru sčítacích obvodů a budov:,1000162991,buddet.jsp?budid=220493&idob=1000162991&b=0,220493,1000162991
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220493&idob=1000162991&b=0,220493,1000162991
V Informačním systému katastru nemovitostí:,892185101,buddet.jsp?budid=220493&idob=1000162991&b=0,220493,1000162991
V informačním systému základního registru RÚIAN:,21786755,buddet.jsp?budid=220493&idob=1000162991&b=0,220493,1000162991
V Registru sčítacích obvodů a budov:,1000163164,buddet.jsp?budid=220507&idob=1000163164&b=0,220507,1000163164
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220507&idob=1000163164&b=0,220507,1000163164
V Informačním systému katastru nemovitostí:,892677101,buddet.jsp?budid=220507&idob=1000163164&b=0,220507,1000163164
V informačním systému základního registru RÚIAN:,21786925,buddet.jsp?budid=220507&idob=1000163164&b=0,220507,1000163164
V Registru sčítacích obvodů a budov:,1000163172,buddet.jsp?budid=220508&idob=1000163172&b=0,220508,1000163172
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220508&idob=1000163172&b=0,220508,1000163172
V Informačním systému katastru nemovitostí:,892146101,buddet.jsp?budid=220508&idob=1000163172&b=0,220508,1000163172
V informačním systému základního registru RÚIAN:,21786933,buddet.jsp?budid=220508&idob=1000163172&b=0,220508,1000163172
V Registru sčítacích obvodů a budov:,1000163181,buddet.jsp?budid=220509&idob=1000163181&b=0,220509,1000163181
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220509&idob=1000163181&b=0,220509,1000163181
V Informačním systému katastru nemovitostí:,892420101,buddet.jsp?budid=220509&idob=1000163181&b=0,220509,1000163181
V informačním systému základního registru RÚIAN:,21786941,buddet.jsp?budid=220509&idob=1000163181&b=0,220509,1000163181
V Registru sčítacích obvodů a budov:,1000163199,buddet.jsp?budid=220510&idob=1000163199&b=0,220510,1000163199
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220510&idob=1000163199&b=0,220510,1000163199
V Informačním systému katastru nemovitostí:,893100101,buddet.jsp?budid=220510&idob=1000163199&b=0,220510,1000163199
V informačním systému základního registru RÚIAN:,21786950,buddet.jsp?budid=220510&idob=1000163199&b=0,220510,1000163199
V Registru sčítacích obvodů a budov:,1000163202,buddet.jsp?budid=684781&idob=1000163202&b=0,684781,1000163202
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=684781&idob=1000163202&b=0,684781,1000163202
V Informačním systému katastru nemovitostí:,892198101,buddet.jsp?budid=684781&idob=1000163202&b=0,684781,1000163202
V informačním systému základního registru RÚIAN:,21786968,buddet.jsp?budid=684781&idob=1000163202&b=0,684781,1000163202
V Registru sčítacích obvodů a budov:,1000156206,buddet.jsp?budid=219903&idob=1000156206&b=0,219903,1000156206
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219903&idob=1000156206&b=0,219903,1000156206
V Informačním systému katastru nemovitostí:,893624101,buddet.jsp?budid=219903&idob=1000156206&b=0,219903,1000156206
V informačním systému základního registru RÚIAN:,21779970,buddet.jsp?budid=219903&idob=1000156206&b=0,219903,1000156206
V Registru sčítacích obvodů a budov:,1000163075,buddet.jsp?budid=220500&idob=1000163075&b=0,220500,1000163075
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220500&idob=1000163075&b=0,220500,1000163075
V Informačním systému katastru nemovitostí:,892567101,buddet.jsp?budid=220500&idob=1000163075&b=0,220500,1000163075
V informačním systému základního registru RÚIAN:,21786836,buddet.jsp?budid=220500&idob=1000163075&b=0,220500,1000163075
V Registru sčítacích obvodů a budov:,1000163083,buddet.jsp?budid=220501&idob=1000163083&b=0,220501,1000163083
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220501&idob=1000163083&b=0,220501,1000163083
V Informačním systému katastru nemovitostí:,892229101,buddet.jsp?budid=220501&idob=1000163083&b=0,220501,1000163083
V informačním systému základního registru RÚIAN:,21786844,buddet.jsp?budid=220501&idob=1000163083&b=0,220501,1000163083
V Registru sčítacích obvodů a budov:,1000163091,buddet.jsp?budid=220502&idob=1000163091&b=0,220502,1000163091
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220502&idob=1000163091&b=0,220502,1000163091
V Informačním systému katastru nemovitostí:,893487101,buddet.jsp?budid=220502&idob=1000163091&b=0,220502,1000163091
V informačním systému základního registru RÚIAN:,21786852,buddet.jsp?budid=220502&idob=1000163091&b=0,220502,1000163091
V Registru sčítacích obvodů a budov:,1000163211,buddet.jsp?budid=220511&idob=1000163211&b=0,220511,1000163211
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220511&idob=1000163211&b=0,220511,1000163211
V Informačním systému katastru nemovitostí:,892541101,buddet.jsp?budid=220511&idob=1000163211&b=0,220511,1000163211
V informačním systému základního registru RÚIAN:,21786976,buddet.jsp?budid=220511&idob=1000163211&b=0,220511,1000163211
V Registru sčítacích obvodů a budov:,1000163105,buddet.jsp?budid=220503&idob=1000163105&b=0,220503,1000163105
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220503&idob=1000163105&b=0,220503,1000163105
V Informačním systému katastru nemovitostí:,892197101,buddet.jsp?budid=220503&idob=1000163105&b=0,220503,1000163105
V informačním systému základního registru RÚIAN:,21786861,buddet.jsp?budid=220503&idob=1000163105&b=0,220503,1000163105
V Registru sčítacích obvodů a budov:,1000163113,buddet.jsp?budid=684779&idob=1000163113&b=0,684779,1000163113
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=684779&idob=1000163113&b=0,684779,1000163113
V Informačním systému katastru nemovitostí:,893470101,buddet.jsp?budid=684779&idob=1000163113&b=0,684779,1000163113
V informačním systému základního registru RÚIAN:,21786879,buddet.jsp?budid=684779&idob=1000163113&b=0,684779,1000163113
V Registru sčítacích obvodů a budov:,1000163121,buddet.jsp?budid=220504&idob=1000163121&b=0,220504,1000163121
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220504&idob=1000163121&b=0,220504,1000163121
V Informačním systému katastru nemovitostí:,892102101,buddet.jsp?budid=220504&idob=1000163121&b=0,220504,1000163121
V informačním systému základního registru RÚIAN:,21786887,buddet.jsp?budid=220504&idob=1000163121&b=0,220504,1000163121
V Registru sčítacích obvodů a budov:,1000163130,buddet.jsp?budid=684780&idob=1000163130&b=0,684780,1000163130
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=684780&idob=1000163130&b=0,684780,1000163130
V Informačním systému katastru nemovitostí:,892407101,buddet.jsp?budid=684780&idob=1000163130&b=0,684780,1000163130
V informačním systému základního registru RÚIAN:,21786895,buddet.jsp?budid=684780&idob=1000163130&b=0,684780,1000163130
V Registru sčítacích obvodů a budov:,1000163148,buddet.jsp?budid=220505&idob=1000163148&b=0,220505,1000163148
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220505&idob=1000163148&b=0,220505,1000163148
V Informačním systému katastru nemovitostí:,892678101,buddet.jsp?budid=220505&idob=1000163148&b=0,220505,1000163148
V informačním systému základního registru RÚIAN:,21786909,buddet.jsp?budid=220505&idob=1000163148&b=0,220505,1000163148
V Registru sčítacích obvodů a budov:,1000163156,buddet.jsp?budid=220506&idob=1000163156&b=0,220506,1000163156
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220506&idob=1000163156&b=0,220506,1000163156
V Informačním systému katastru nemovitostí:,893637101,buddet.jsp?budid=220506&idob=1000163156&b=0,220506,1000163156
V informačním systému základního registru RÚIAN:,21786917,buddet.jsp?budid=220506&idob=1000163156&b=0,220506,1000163156
V Registru sčítacích obvodů a budov:,1000163229,buddet.jsp?budid=220512&idob=1000163229&b=0,220512,1000163229
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220512&idob=1000163229&b=0,220512,1000163229
V Informačním systému katastru nemovitostí:,893101101,buddet.jsp?budid=220512&idob=1000163229&b=0,220512,1000163229
V informačním systému základního registru RÚIAN:,21786984,buddet.jsp?budid=220512&idob=1000163229&b=0,220512,1000163229
V Registru sčítacích obvodů a budov:,1000163351,buddet.jsp?budid=684783&idob=1000163351&b=0,684783,1000163351
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=684783&idob=1000163351&b=0,684783,1000163351
V Informačním systému katastru nemovitostí:,893341101,buddet.jsp?budid=684783&idob=1000163351&b=0,684783,1000163351
V informačním systému základního registru RÚIAN:,21787115,buddet.jsp?budid=684783&idob=1000163351&b=0,684783,1000163351
V Registru sčítacích obvodů a budov:,1000163369,buddet.jsp?budid=220523&idob=1000163369&b=0,220523,1000163369
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220523&idob=1000163369&b=0,220523,1000163369
V Informačním systému katastru nemovitostí:,893561101,buddet.jsp?budid=220523&idob=1000163369&b=0,220523,1000163369
V informačním systému základního registru RÚIAN:,21787123,buddet.jsp?budid=220523&idob=1000163369&b=0,220523,1000163369
V Registru sčítacích obvodů a budov:,1000164381,buddet.jsp?budid=220620&idob=1000164381&b=0,220620,1000164381
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220620&idob=1000164381&b=0,220620,1000164381
V Informačním systému katastru nemovitostí:,893465101,buddet.jsp?budid=220620&idob=1000164381&b=0,220620,1000164381
V informačním systému základního registru RÚIAN:,21788146,buddet.jsp?budid=220620&idob=1000164381&b=0,220620,1000164381
V Registru sčítacích obvodů a budov:,1000156214,buddet.jsp?budid=684902&idob=1000156214&b=0,684902,1000156214
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=684902&idob=1000156214&b=0,684902,1000156214
V Informačním systému katastru nemovitostí:,892841101,buddet.jsp?budid=684902&idob=1000156214&b=0,684902,1000156214
V informačním systému základního registru RÚIAN:,21779988,buddet.jsp?budid=684902&idob=1000156214&b=0,684902,1000156214
V Registru sčítacích obvodů a budov:,1000163237,buddet.jsp?budid=220513&idob=1000163237&b=0,220513,1000163237
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220513&idob=1000163237&b=0,220513,1000163237
V Informačním systému katastru nemovitostí:,893102101,buddet.jsp?budid=220513&idob=1000163237&b=0,220513,1000163237
V informačním systému základního registru RÚIAN:,21786992,buddet.jsp?budid=220513&idob=1000163237&b=0,220513,1000163237
V Registru sčítacích obvodů a budov:,1000163245,buddet.jsp?budid=220514&idob=1000163245&b=0,220514,1000163245
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220514&idob=1000163245&b=0,220514,1000163245
V Informačním systému katastru nemovitostí:,892321101,buddet.jsp?budid=220514&idob=1000163245&b=0,220514,1000163245
V informačním systému základního registru RÚIAN:,21787e3,buddet.jsp?budid=220514&idob=1000163245&b=0,220514,1000163245
V Registru sčítacích obvodů a budov:,1000163253,buddet.jsp?budid=220515&idob=1000163253&b=0,220515,1000163253
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220515&idob=1000163253&b=0,220515,1000163253
V Informačním systému katastru nemovitostí:,892393101,buddet.jsp?budid=220515&idob=1000163253&b=0,220515,1000163253
V informačním systému základního registru RÚIAN:,21787018,buddet.jsp?budid=220515&idob=1000163253&b=0,220515,1000163253
V Registru sčítacích obvodů a budov:,1000163261,buddet.jsp?budid=220516&idob=1000163261&b=0,220516,1000163261
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220516&idob=1000163261&b=0,220516,1000163261
V Informačním systému katastru nemovitostí:,893361101,buddet.jsp?budid=220516&idob=1000163261&b=0,220516,1000163261
V informačním systému základního registru RÚIAN:,21787026,buddet.jsp?budid=220516&idob=1000163261&b=0,220516,1000163261
V Registru sčítacích obvodů a budov:,1000156192,buddet.jsp?budid=219902&idob=1000156192&b=0,219902,1000156192
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219902&idob=1000156192&b=0,219902,1000156192
V Informačním systému katastru nemovitostí:,892840101,buddet.jsp?budid=219902&idob=1000156192&b=0,219902,1000156192
V informačním systému základního registru RÚIAN:,21779961,buddet.jsp?budid=219902&idob=1000156192&b=0,219902,1000156192
V Registru sčítacích obvodů a budov:,1000156371,buddet.jsp?budid=219919&idob=1000156371&b=0,219919,1000156371
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=219919&idob=1000156371&b=0,219919,1000156371
V Informačním systému katastru nemovitostí:,892558101,buddet.jsp?budid=219919&idob=1000156371&b=0,219919,1000156371
V informačním systému základního registru RÚIAN:,21780145,buddet.jsp?budid=219919&idob=1000156371&b=0,219919,1000156371
V Registru sčítacích obvodů a budov:,1000163270,buddet.jsp?budid=220517&idob=1000163270&b=0,220517,1000163270
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220517&idob=1000163270&b=0,220517,1000163270
V Informačním systému katastru nemovitostí:,893461101,buddet.jsp?budid=220517&idob=1000163270&b=0,220517,1000163270
V informačním systému základního registru RÚIAN:,21787034,buddet.jsp?budid=220517&idob=1000163270&b=0,220517,1000163270
V Registru sčítacích obvodů a budov:,1000163288,buddet.jsp?budid=220518&idob=1000163288&b=0,220518,1000163288
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220518&idob=1000163288&b=0,220518,1000163288
V Informačním systému katastru nemovitostí:,893511101,buddet.jsp?budid=220518&idob=1000163288&b=0,220518,1000163288
V informačním systému základního registru RÚIAN:,21787042,buddet.jsp?budid=220518&idob=1000163288&b=0,220518,1000163288
V Registru sčítacích obvodů a budov:,1000163296,buddet.jsp?budid=220519&idob=1000163296&b=0,220519,1000163296
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220519&idob=1000163296&b=0,220519,1000163296
V Informačním systému katastru nemovitostí:,893103101,buddet.jsp?budid=220519&idob=1000163296&b=0,220519,1000163296
V informačním systému základního registru RÚIAN:,21787051,buddet.jsp?budid=220519&idob=1000163296&b=0,220519,1000163296
V Registru sčítacích obvodů a budov:,1000163300,buddet.jsp?budid=684782&idob=1000163300&b=0,684782,1000163300
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=684782&idob=1000163300&b=0,684782,1000163300
V Informačním systému katastru nemovitostí:,893351101,buddet.jsp?budid=684782&idob=1000163300&b=0,684782,1000163300
V informačním systému základního registru RÚIAN:,21787069,buddet.jsp?budid=684782&idob=1000163300&b=0,684782,1000163300
V Registru sčítacích obvodů a budov:,1000163377,buddet.jsp?budid=220524&idob=1000163377&b=0,220524,1000163377
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220524&idob=1000163377&b=0,220524,1000163377
V Informačním systému katastru nemovitostí:,893559101,buddet.jsp?budid=220524&idob=1000163377&b=0,220524,1000163377
V informačním systému základního registru RÚIAN:,21787131,buddet.jsp?budid=220524&idob=1000163377&b=0,220524,1000163377
V Registru sčítacích obvodů a budov:,1000163385,buddet.jsp?budid=220525&idob=1000163385&b=0,220525,1000163385
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220525&idob=1000163385&b=0,220525,1000163385
V Informačním systému katastru nemovitostí:,892387101,buddet.jsp?budid=220525&idob=1000163385&b=0,220525,1000163385
V informačním systému základního registru RÚIAN:,21787140,buddet.jsp?budid=220525&idob=1000163385&b=0,220525,1000163385
V Registru sčítacích obvodů a budov:,1000164390,buddet.jsp?budid=220621&idob=1000164390&b=0,220621,1000164390
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220621&idob=1000164390&b=0,220621,1000164390
V Informačním systému katastru nemovitostí:,893466101,buddet.jsp?budid=220621&idob=1000164390&b=0,220621,1000164390
V informačním systému základního registru RÚIAN:,21788154,buddet.jsp?budid=220621&idob=1000164390&b=0,220621,1000164390
V Registru sčítacích obvodů a budov:,1000164659,buddet.jsp?budid=220646&idob=1000164659&b=0,220646,1000164659
Pořadové číslo budovy (vchodu):,1,buddet.jsp?budid=220646&idob=1000164659&b=0,220646,1000164659
V Informačním systému katastru nemovitostí:,893290101,buddet.jsp?budid=220646&idob=1000164659&b=0,220646,1000164659
V informačním systému základního registru RÚIAN:,21788413,buddet.jsp?budid=220646&idob=1000164659&b=0,220646,1000164659
