udaj,kod,text,idob,budid
Identifikátor adresy RSO (IDADR),30000514594,,1000155579,219848
Identifikátor adresy ISEO (PČD),2471182,,1000155579,219848
Identifikátor adresy RÚIAN,21945012,,1000155579,219848
Okres,40924,Praha,1000162141,220424
Městský obvod Prahy,43,Praha 4,1000162141,220424
Obec,554782,Praha,1000162141,220424
Část obce,490156,Nusle,1000162141,220424
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162141,220424
PSČ a adresní pošta,14000,Praha 4,1000162141,220424
Ulice,467855,Rostislavova,1000162141,220424
Číslo domovní,1381,číslo popisné,1000162141,220424
Číslo orientační,8,,1000162141,220424
Typ adresy,1,Hlavní adresa,1000162141,220424
Zadní vchod,0,ne,1000162141,220424
Identifikátor adresy RSO (IDADR),30000062821,,1000162141,220424
Identifikátor adresy ISEO (PČD),2471958,,1000162141,220424
Identifikátor adresy RÚIAN,21951756,,1000162141,220424
Okres,40924,Praha,1000162150,220425
Městský obvod Prahy,43,Praha 4,1000162150,220425
Obec,554782,Praha,1000162150,220425
Část obce,490156,Nusle,1000162150,220425
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162150,220425
PSČ a adresní pošta,14000,Praha 4,1000162150,220425
Ulice,467855,Rostislavova,1000162150,220425
Číslo domovní,1382,číslo popisné,1000162150,220425
Číslo orientační,6,,1000162150,220425
Typ adresy,1,Hlavní adresa,1000162150,220425
Zadní vchod,0,ne,1000162150,220425
Identifikátor adresy RSO (IDADR),30000488071,,1000162150,220425
Identifikátor adresy ISEO (PČD),2471960,,1000162150,220425
Identifikátor adresy RÚIAN,21951764,,1000162150,220425
Okres,40924,Praha,1000162168,220426
Městský obvod Prahy,43,Praha 4,1000162168,220426
Obec,554782,Praha,1000162168,220426
Část obce,490156,Nusle,1000162168,220426
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162168,220426
PSČ a adresní pošta,14000,Praha 4,1000162168,220426
Ulice,467855,Rostislavova,1000162168,220426
Číslo domovní,1383,číslo popisné,1000162168,220426
Číslo orientační,4,,1000162168,220426
Typ adresy,1,Hlavní adresa,1000162168,220426
Zadní vchod,0,ne,1000162168,220426
Identifikátor adresy RSO (IDADR),30000488089,,1000162168,220426
Identifikátor adresy ISEO (PČD),2471962,,1000162168,220426
Identifikátor adresy RÚIAN,21951772,,1000162168,220426
Okres,40924,Praha,1000162176,684558
Městský obvod Prahy,43,Praha 4,1000162176,684558
Obec,554782,Praha,1000162176,684558
Část obce,490156,Nusle,1000162176,684558
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162176,684558
PSČ a adresní pošta,14000,Praha 4,1000162176,684558
Ulice,476170,V Horkách,1000162176,684558
Číslo domovní,1384,číslo popisné,1000162176,684558
Číslo orientační,1,,1000162176,684558
Typ adresy,1,Hlavní adresa,1000162176,684558
Zadní vchod,0,ne,1000162176,684558
Identifikátor adresy RSO (IDADR),30000062847,,1000162176,684558
Identifikátor adresy ISEO (PČD),2471963,,1000162176,684558
Identifikátor adresy RÚIAN,21951781,,1000162176,684558
Okres,40924,Praha,1000162192,220427
Městský obvod Prahy,43,Praha 4,1000162192,220427
Obec,554782,Praha,1000162192,220427
Část obce,490156,Nusle,1000162192,220427
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162192,220427
PSČ a adresní pošta,14000,Praha 4,1000162192,220427
Ulice,476170,V Horkách,1000162192,220427
Číslo domovní,1386,číslo popisné,1000162192,220427
Číslo orientační,5,,1000162192,220427
Typ adresy,1,Hlavní adresa,1000162192,220427
Zadní vchod,0,ne,1000162192,220427
Identifikátor adresy RSO (IDADR),30000488097,,1000162192,220427
Identifikátor adresy ISEO (PČD),2471966,,1000162192,220427
Identifikátor adresy RÚIAN,21951802,,1000162192,220427
Okres,40924,Praha,1000162206,220428
Městský obvod Prahy,43,Praha 4,1000162206,220428
Obec,554782,Praha,1000162206,220428
Část obce,490156,Nusle,1000162206,220428
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162206,220428
PSČ a adresní pošta,14000,Praha 4,1000162206,220428
Ulice,476170,V Horkách,1000162206,220428
Číslo domovní,1387,číslo popisné,1000162206,220428
Číslo orientační,7,,1000162206,220428
Typ adresy,1,Hlavní adresa,1000162206,220428
Zadní vchod,0,ne,1000162206,220428
Identifikátor adresy RSO (IDADR),30000488101,,1000162206,220428
Identifikátor adresy ISEO (PČD),2471967,,1000162206,220428
Identifikátor adresy RÚIAN,21951811,,1000162206,220428
Okres,40924,Praha,1000162214,684559
Městský obvod Prahy,43,Praha 4,1000162214,684559
Obec,554782,Praha,1000162214,684559
Část obce,490156,Nusle,1000162214,684559
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162214,684559
PSČ a adresní pošta,14000,Praha 4,1000162214,684559
Ulice,476170,V Horkách,1000162214,684559
Číslo domovní,1388,číslo popisné,1000162214,684559
Číslo orientační,9,,1000162214,684559
Typ adresy,1,Hlavní adresa,1000162214,684559
Zadní vchod,0,ne,1000162214,684559
Identifikátor adresy RSO (IDADR),30000488119,,1000162214,684559
Identifikátor adresy ISEO (PČD),2471969,,1000162214,684559
Identifikátor adresy RÚIAN,21951829,,1000162214,684559
Okres,40924,Praha,1000162222,220429
Městský obvod Prahy,43,Praha 4,1000162222,220429
Obec,554782,Praha,1000162222,220429
Část obce,490156,Nusle,1000162222,220429
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162222,220429
PSČ a adresní pošta,14000,Praha 4,1000162222,220429
Ulice,476170,V Horkách,1000162222,220429
Číslo domovní,1389,číslo popisné,1000162222,220429
Číslo orientační,11,,1000162222,220429
Typ adresy,1,Hlavní adresa,1000162222,220429
Zadní vchod,0,ne,1000162222,220429
Identifikátor adresy RSO (IDADR),30000062863,,1000162222,220429
Identifikátor adresy ISEO (PČD),2471972,,1000162222,220429
Identifikátor adresy RÚIAN,21951837,,1000162222,220429
Okres,40924,Praha,1000162231,220430
Městský obvod Prahy,43,Praha 4,1000162231,220430
Obec,554782,Praha,1000162231,220430
Část obce,490156,Nusle,1000162231,220430
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162231,220430
PSČ a adresní pošta,14000,Praha 4,1000162231,220430
Ulice,473651,U křížku,1000162231,220430
Číslo domovní,1390,číslo popisné,1000162231,220430
Číslo orientační,3,,1000162231,220430
Typ adresy,1,Hlavní adresa,1000162231,220430
Zadní vchod,0,ne,1000162231,220430
Identifikátor adresy RSO (IDADR),30000488127,,1000162231,220430
Identifikátor adresy ISEO (PČD),2471973,,1000162231,220430
Identifikátor adresy RÚIAN,21951845,,1000162231,220430
Okres,40924,Praha,1000162249,220431
Městský obvod Prahy,43,Praha 4,1000162249,220431
Obec,554782,Praha,1000162249,220431
Část obce,490156,Nusle,1000162249,220431
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162249,220431
PSČ a adresní pošta,14000,Praha 4,1000162249,220431
Ulice,473651,U křížku,1000162249,220431
Číslo domovní,1391,číslo popisné,1000162249,220431
Číslo orientační,5,,1000162249,220431
Typ adresy,1,Hlavní adresa,1000162249,220431
Zadní vchod,0,ne,1000162249,220431
Identifikátor adresy RSO (IDADR),30000488135,,1000162249,220431
Identifikátor adresy ISEO (PČD),2471974,,1000162249,220431
Identifikátor adresy RÚIAN,21951853,,1000162249,220431
Okres,40924,Praha,1033421812,3074445
Městský obvod Prahy,43,Praha 4,1033421812,3074445
Obec,554782,Praha,1033421812,3074445
Část obce,490156,Nusle,1033421812,3074445
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1033421812,3074445
PSČ a adresní pošta,14000,Praha 4,1033421812,3074445
Ulice,476170,V Horkách,1033421812,3074445
Číslo domovní,1730,číslo popisné,1033421812,3074445
Číslo orientační,3,,1033421812,3074445
Typ adresy,1,Hlavní adresa,1033421812,3074445
Zadní vchod,0,ne,1033421812,3074445
Identifikátor adresy RSO (IDADR),30029116252,,1033421812,3074445
Identifikátor adresy ISEO (PČD),310116818,,1033421812,3074445
Identifikátor adresy RÚIAN,28350081,,1033421812,3074445
Okres,40924,Praha,1000162257,220432
Městský obvod Prahy,43,Praha 4,1000162257,220432
Obec,554782,Praha,1000162257,220432
Část obce,490156,Nusle,1000162257,220432
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162257,220432
PSČ a adresní pošta,14000,Praha 4,1000162257,220432
Ulice,473651,U křížku,1000162257,220432
Číslo domovní,1392,číslo popisné,1000162257,220432
Číslo orientační,7,,1000162257,220432
Typ adresy,1,Hlavní adresa,1000162257,220432
Zadní vchod,0,ne,1000162257,220432
Identifikátor adresy RSO (IDADR),30000488143,,1000162257,220432
Identifikátor adresy ISEO (PČD),2471975,,1000162257,220432
Identifikátor adresy RÚIAN,21951861,,1000162257,220432
Okres,40924,Praha,1000162265,220433
Městský obvod Prahy,43,Praha 4,1000162265,220433
Obec,554782,Praha,1000162265,220433
Část obce,490156,Nusle,1000162265,220433
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162265,220433
PSČ a adresní pošta,14000,Praha 4,1000162265,220433
Ulice,473651,U křížku,1000162265,220433
Číslo domovní,1393,číslo popisné,1000162265,220433
Číslo orientační,9,,1000162265,220433
Typ adresy,1,Hlavní adresa,1000162265,220433
Zadní vchod,0,ne,1000162265,220433
Identifikátor adresy RSO (IDADR),30000488151,,1000162265,220433
Identifikátor adresy ISEO (PČD),2471976,,1000162265,220433
Identifikátor adresy RÚIAN,21951870,,1000162265,220433
Okres,40924,Praha,1000162273,220434
Městský obvod Prahy,43,Praha 4,1000162273,220434
Obec,554782,Praha,1000162273,220434
Část obce,490156,Nusle,1000162273,220434
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162273,220434
PSČ a adresní pošta,14000,Praha 4,1000162273,220434
Ulice,446009,Družstevní,1000162273,220434
Číslo domovní,1394,číslo popisné,1000162273,220434
Číslo orientační,12,,1000162273,220434
Typ adresy,1,Hlavní adresa,1000162273,220434
Zadní vchod,0,ne,1000162273,220434
Identifikátor adresy RSO (IDADR),30000488160,,1000162273,220434
Identifikátor adresy ISEO (PČD),2471977,,1000162273,220434
Identifikátor adresy RÚIAN,21951888,,1000162273,220434
Okres,40924,Praha,1030726345,2624475
Městský obvod Prahy,43,Praha 4,1030726345,2624475
Obec,554782,Praha,1030726345,2624475
Část obce,490156,Nusle,1030726345,2624475
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1030726345,2624475
PSČ a adresní pošta,14000,Praha 4,1030726345,2624475
Ulice,446009,Družstevní,1030726345,2624475
Číslo domovní,1395,číslo popisné,1030726345,2624475
Číslo orientační,8,,1030726345,2624475
Typ adresy,1,Hlavní adresa,1030726345,2624475
Zadní vchod,0,ne,1030726345,2624475
Identifikátor adresy RSO (IDADR),30012027791,,1030726345,2624475
Identifikátor adresy ISEO (PČD),2471979,,1030726345,2624475
Identifikátor adresy RÚIAN,21951896,,1030726345,2624475
Okres,40924,Praha,1030726370,1919714
Městský obvod Prahy,43,Praha 4,1030726370,1919714
Obec,554782,Praha,1030726370,1919714
Část obce,490156,Nusle,1030726370,1919714
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1030726370,1919714
PSČ a adresní pošta,14000,Praha 4,1030726370,1919714
Ulice,446009,Družstevní,1030726370,1919714
Číslo domovní,1396,číslo popisné,1030726370,1919714
Číslo orientační,6,,1030726370,1919714
Typ adresy,1,Hlavní adresa,1030726370,1919714
Zadní vchod,0,ne,1030726370,1919714
Identifikátor adresy RSO (IDADR),30015421392,,1030726370,1919714
Identifikátor adresy ISEO (PČD),2471980,,1030726370,1919714
Identifikátor adresy RÚIAN,21951900,,1030726370,1919714
Okres,40924,Praha,1000162346,220438
Městský obvod Prahy,43,Praha 4,1000162346,220438
Obec,554782,Praha,1000162346,220438
Část obce,490156,Nusle,1000162346,220438
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162346,220438
PSČ a adresní pošta,14000,Praha 4,1000162346,220438
Ulice,473651,U křížku,1000162346,220438
Číslo domovní,1401,číslo popisné,1000162346,220438
Číslo orientační,8,,1000162346,220438
Typ adresy,1,Hlavní adresa,1000162346,220438
Zadní vchod,0,ne,1000162346,220438
Identifikátor adresy RSO (IDADR),30000488186,,1000162346,220438
Identifikátor adresy ISEO (PČD),2471985,,1000162346,220438
Identifikátor adresy RÚIAN,21951951,,1000162346,220438
Okres,40924,Praha,1000162354,684560
Městský obvod Prahy,43,Praha 4,1000162354,684560
Obec,554782,Praha,1000162354,684560
Část obce,490156,Nusle,1000162354,684560
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162354,684560
PSČ a adresní pošta,14000,Praha 4,1000162354,684560
Ulice,473651,U křížku,1000162354,684560
Číslo domovní,1402,číslo popisné,1000162354,684560
Číslo orientační,6,,1000162354,684560
Typ adresy,1,Hlavní adresa,1000162354,684560
Zadní vchod,0,ne,1000162354,684560
Identifikátor adresy RSO (IDADR),30000488194,,1000162354,684560
Identifikátor adresy ISEO (PČD),2471986,,1000162354,684560
Identifikátor adresy RÚIAN,21951969,,1000162354,684560
Okres,40924,Praha,1000162362,220439
Městský obvod Prahy,43,Praha 4,1000162362,220439
Obec,554782,Praha,1000162362,220439
Část obce,490156,Nusle,1000162362,220439
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162362,220439
PSČ a adresní pošta,14000,Praha 4,1000162362,220439
Ulice,473651,U křížku,1000162362,220439
Číslo domovní,1403,číslo popisné,1000162362,220439
Číslo orientační,4,,1000162362,220439
Typ adresy,1,Hlavní adresa,1000162362,220439
Zadní vchod,0,ne,1000162362,220439
Identifikátor adresy RSO (IDADR),30000488208,,1000162362,220439
Identifikátor adresy ISEO (PČD),2471987,,1000162362,220439
Identifikátor adresy RÚIAN,21951977,,1000162362,220439
Okres,40924,Praha,1000162371,220440
Městský obvod Prahy,43,Praha 4,1000162371,220440
Obec,554782,Praha,1000162371,220440
Část obce,490156,Nusle,1000162371,220440
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162371,220440
PSČ a adresní pošta,14000,Praha 4,1000162371,220440
Ulice,476170,V Horkách,1000162371,220440
Číslo domovní,1404,číslo popisné,1000162371,220440
Číslo orientační,13,,1000162371,220440
Typ adresy,1,Hlavní adresa,1000162371,220440
Zadní vchod,0,ne,1000162371,220440
Identifikátor adresy RSO (IDADR),30000062880,,1000162371,220440
Identifikátor adresy ISEO (PČD),2471988,,1000162371,220440
Identifikátor adresy RÚIAN,21951985,,1000162371,220440
Okres,40924,Praha,1000162389,220441
Městský obvod Prahy,43,Praha 4,1000162389,220441
Obec,554782,Praha,1000162389,220441
Část obce,490156,Nusle,1000162389,220441
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162389,220441
PSČ a adresní pošta,14000,Praha 4,1000162389,220441
Ulice,476170,V Horkách,1000162389,220441
Číslo domovní,1405,číslo popisné,1000162389,220441
Číslo orientační,15,,1000162389,220441
Typ adresy,1,Hlavní adresa,1000162389,220441
Zadní vchod,0,ne,1000162389,220441
Identifikátor adresy RSO (IDADR),30000488216,,1000162389,220441
Identifikátor adresy ISEO (PČD),2471991,,1000162389,220441
Identifikátor adresy RÚIAN,21951993,,1000162389,220441
Okres,40924,Praha,1000162397,220442
Městský obvod Prahy,43,Praha 4,1000162397,220442
Obec,554782,Praha,1000162397,220442
Část obce,490156,Nusle,1000162397,220442
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162397,220442
PSČ a adresní pošta,14000,Praha 4,1000162397,220442
Ulice,476170,V Horkách,1000162397,220442
Číslo domovní,1406,číslo popisné,1000162397,220442
Číslo orientační,17,,1000162397,220442
Typ adresy,1,Hlavní adresa,1000162397,220442
Zadní vchod,0,ne,1000162397,220442
Identifikátor adresy RSO (IDADR),30000488224,,1000162397,220442
Identifikátor adresy ISEO (PČD),2471992,,1000162397,220442
Identifikátor adresy RÚIAN,21952001,,1000162397,220442
Okres,40924,Praha,1000162401,220443
Městský obvod Prahy,43,Praha 4,1000162401,220443
Obec,554782,Praha,1000162401,220443
Část obce,490156,Nusle,1000162401,220443
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000162401,220443
PSČ a adresní pošta,14000,Praha 4,1000162401,220443
Ulice,476170,V Horkách,1000162401,220443
Číslo domovní,1407,číslo popisné,1000162401,220443
Číslo orientační,19,,1000162401,220443
Typ adresy,1,Hlavní adresa,1000162401,220443
Zadní vchod,0,ne,1000162401,220443
Identifikátor adresy RSO (IDADR),30000062901,,1000162401,220443
