Údaj,Hodnota,Kód,Text,url,budid,idob
Druh vlastníka domu dle SLDB:,NA,1,Fyzická osoba,buddet.jsp?budid=219853&idob=1000155625&b=0,219853,1000155625
Způsob vytápění domu dle SLDB:,NA,8,Bez ústředního topení,buddet.jsp?budid=219853&idob=1000155625&b=0,219853,1000155625
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=219853&idob=1000155625&b=0,219853,1000155625
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,3,1920-1945,buddet.jsp?budid=219853&idob=1000155625&b=0,219853,1000155625
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,7,20-29,buddet.jsp?budid=219853&idob=1000155625&b=0,219853,1000155625
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,6,15-19,buddet.jsp?budid=219853&idob=1000155625&b=0,219853,1000155625
Druh vlastníka budovy:,NA,9,nezjištěno,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Počet všech podlaží budovy:,6,6,6 podlaží,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Počet bytů v budově (vchodu):,11,7,10-14 bytů,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Vybavení budovy výtahem:,NA,9,nezjištěno,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Materiál nosných zdí budovy:,NA,99,Nezjištěno,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Způsob vytápění budovy:,NA,9,nezjištěno,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Připojení budovy na plyn:,NA,1,Plyn z veřejné sítě,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Druh plynu:,NA,NA,,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Počet evidovaných obyvatel v budově:,NA,7,20-29,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Druh domu dle SLDB:,NA,4,Bytový dům,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Počet nadzemních podlaží domu dle SLDB:,NA,5,5 podlaží,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Druh vlastníka domu dle SLDB:,NA,9,Nezjištěno,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Způsob vytápění domu dle SLDB:,NA,99,Nezjištěno,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,99,Nezjištěno,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,7,20-29,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,7,20-29,buddet.jsp?budid=219854&idob=1000155633&b=0,219854,1000155633
Druh vlastníka budovy:,NA,1,fyzická osoba,buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Počet všech podlaží budovy:,6,6,6 podlaží,buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Počet bytů v budově (vchodu):,18,8,15-19 bytů,buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Vybavení budovy výtahem:,NA,2,bez výtahu,buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Materiál nosných zdí budovy:,NA,10,"Kámen, cihly, tvárnice vč. kombinací",buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Způsob vytápění budovy:,NA,4,jiné (i bez topení),buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Připojení budovy na plyn:,NA,1,Plyn z veřejné sítě,buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Druh plynu:,NA,NA,,buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Počet evidovaných obyvatel v budově:,NA,9,40-49,buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Druh domu dle SLDB:,NA,4,Bytový dům,buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Počet nadzemních podlaží domu dle SLDB:,NA,5,5 podlaží,buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Druh vlastníka domu dle SLDB:,NA,1,Fyzická osoba,buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Způsob vytápění domu dle SLDB:,NA,8,Bez ústředního topení,buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,99,Nezjištěno,buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,8,30-39,buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,8,30-39,buddet.jsp?budid=219857&idob=1000155668&b=0,219857,1000155668
Druh vlastníka budovy:,NA,1,fyzická osoba,buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Počet všech podlaží budovy:,6,6,6 podlaží,buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Počet bytů v budově (vchodu):,15,8,15-19 bytů,buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Vybavení budovy výtahem:,NA,1,s výtahem,buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Materiál nosných zdí budovy:,NA,10,"Kámen, cihly, tvárnice vč. kombinací",buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Způsob vytápění budovy:,NA,4,jiné (i bez topení),buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Připojení budovy na plyn:,NA,1,Plyn z veřejné sítě,buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Druh plynu:,NA,NA,,buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Počet evidovaných obyvatel v budově:,NA,6,15-19,buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Druh domu dle SLDB:,NA,4,Bytový dům,buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Počet nadzemních podlaží domu dle SLDB:,NA,6,6-8 podlaží,buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Druh vlastníka domu dle SLDB:,NA,1,Fyzická osoba,buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Způsob vytápění domu dle SLDB:,NA,8,Bez ústředního topení,buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,10,1919 a dříve,buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,6,15-19,buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,7,20-29,buddet.jsp?budid=219858&idob=1000155676&b=0,219858,1000155676
Druh vlastníka budovy:,NA,4,ostatní právnické osoby,buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Počet všech podlaží budovy:,1,1,1 podlaží,buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Počet bytů v budově (vchodu):,3,3,3 byty,buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Vybavení budovy výtahem:,NA,2,bez výtahu,buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Materiál nosných zdí budovy:,NA,10,"Kámen, cihly, tvárnice vč. kombinací",buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Připojení budovy na odpad:,NA,9,Nezjištěno,buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Způsob vytápění budovy:,NA,4,jiné (i bez topení),buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Připojení budovy na plyn:,NA,2,Plyn z domovního zásobníku,buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Druh plynu:,NA,NA,,buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Počet evidovaných obyvatel v budově:,NA,6,15-19,buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Druh domu dle SLDB:,NA,19,Provozní budovy s byty,buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Počet nadzemních podlaží domu dle SLDB:,NA,3,3 podlaží,buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Druh vlastníka domu dle SLDB:,NA,6,Jiná právnická osoba,buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Způsob vytápění domu dle SLDB:,NA,8,Bez ústředního topení,buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,10,1919 a dříve,buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,6,15-19,buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,5,10-14,buddet.jsp?budid=219568&idob=1000152235&b=0,219568,1000152235
Druh vlastníka budovy:,NA,4,ostatní právnické osoby,buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Počet všech podlaží budovy:,NA,NA,,buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Počet bytů v budově (vchodu):,4,4,4 byty,buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Vybavení budovy výtahem:,NA,2,bez výtahu,buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Materiál nosných zdí budovy:,NA,10,"Kámen, cihly, tvárnice vč. kombinací",buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Způsob vytápění budovy:,NA,4,jiné (i bez topení),buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Připojení budovy na plyn:,NA,1,Plyn z veřejné sítě,buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Druh plynu:,NA,NA,,buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Počet evidovaných obyvatel v budově:,NA,NA,,buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Druh domu dle SLDB:,NA,19,Provozní budovy s byty,buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Počet nadzemních podlaží domu dle SLDB:,NA,2,2 podlaží,buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Druh vlastníka domu dle SLDB:,NA,6,Jiná právnická osoba,buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Způsob vytápění domu dle SLDB:,NA,8,Bez ústředního topení,buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,7,1981-1990,buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,1,1,buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,6,15-19,buddet.jsp?budid=219569&idob=1000152243&b=0,219569,1000152243
Druh vlastníka budovy:,NA,4,ostatní právnické osoby,buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Počet všech podlaží budovy:,NA,NA,,buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Počet bytů v budově (vchodu):,1,1,1 byt,buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Vybavení budovy výtahem:,NA,1,s výtahem,buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Materiál nosných zdí budovy:,NA,10,"Kámen, cihly, tvárnice vč. kombinací",buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Způsob vytápění budovy:,NA,1,centrální domovní (kotel ve stavbě),buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Připojení budovy na plyn:,NA,3,Bez plynu,buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Druh plynu:,NA,NA,,buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Počet evidovaných obyvatel v budově:,NA,3,3 - 5,buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Druh domu dle SLDB:,NA,19,Provozní budovy s byty,buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Počet nadzemních podlaží domu dle SLDB:,NA,4,4 podlaží,buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Druh vlastníka domu dle SLDB:,NA,6,Jiná právnická osoba,buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Způsob vytápění domu dle SLDB:,NA,6,Kotelna v domě na plyn,buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,3,1920-1945,buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,1,1,buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,3,3 - 5,buddet.jsp?budid=219570&idob=1000152251&b=0,219570,1000152251
Druh vlastníka budovy:,NA,4,ostatní právnické osoby,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Počet všech podlaží budovy:,6,6,6 podlaží,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Počet bytů v budově (vchodu):,3,3,3 byty,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Vybavení budovy výtahem:,NA,2,bez výtahu,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Obestavěný prostor budovy v m3:,8055,3,2 000 a více,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Zastavěná plocha budovy v m2:,746,3,200 a více,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Podlahová plocha budovy v m2:,1908,4,500 a více,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Materiál nosných zdí budovy:,NA,3,Kámen a cihly,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Způsob vytápění budovy:,NA,1,centrální domovní (kotel ve stavbě),buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Připojení budovy na plyn:,NA,1,Plyn z veřejné sítě,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Druh plynu:,NA,NA,,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Počet evidovaných obyvatel v budově:,NA,NA,,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Druh domu dle SLDB:,NA,4,Bytový dům,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Počet nadzemních podlaží domu dle SLDB:,NA,2,2 podlaží,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Druh vlastníka domu dle SLDB:,NA,6,Jiná právnická osoba,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Způsob vytápění domu dle SLDB:,NA,6,Kotelna v domě na plyn,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,10,1919 a dříve,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,0,0,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,1,1,buddet.jsp?budid=684888&idob=1000152413&b=0,684888,1000152413
Druh vlastníka budovy:,NA,3,obec,buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Počet všech podlaží budovy:,4,4,4 podlaží,buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Počet bytů v budově (vchodu):,8,6,7-9 bytů,buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Vybavení budovy výtahem:,NA,2,bez výtahu,buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Materiál nosných zdí budovy:,NA,10,"Kámen, cihly, tvárnice vč. kombinací",buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Způsob vytápění budovy:,NA,2,centrální dálkové (kotel mimo stavbu),buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Připojení budovy na plyn:,NA,1,Plyn z veřejné sítě,buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Druh plynu:,NA,NA,,buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Počet evidovaných obyvatel v budově:,NA,4,6 - 9,buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Druh domu dle SLDB:,NA,4,Bytový dům,buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Počet nadzemních podlaží domu dle SLDB:,NA,3,3 podlaží,buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Druh vlastníka domu dle SLDB:,NA,12,Obec,buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Způsob vytápění domu dle SLDB:,NA,9,Kotelna mimo dům,buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,10,1919 a dříve,buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,4,6 - 9,buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,4,6 - 9,buddet.jsp?budid=219657&idob=1000153304&b=0,219657,1000153304
Druh vlastníka budovy:,NA,1,fyzická osoba,buddet.jsp?budid=2666365&idob=1000153371&b=0,2666365,1000153371
Počet všech podlaží budovy:,6,6,6 podlaží,buddet.jsp?budid=2666365&idob=1000153371&b=0,2666365,1000153371
Počet bytů v budově (vchodu):,0,0,0 bytů,buddet.jsp?budid=2666365&idob=1000153371&b=0,2666365,1000153371
Vybavení budovy výtahem:,NA,1,s výtahem,buddet.jsp?budid=2666365&idob=1000153371&b=0,2666365,1000153371
Obestavěný prostor budovy v m3:,12276,3,2 000 a více,buddet.jsp?budid=2666365&idob=1000153371&b=0,2666365,1000153371
Zastavěná plocha budovy v m2:,370,3,200 a více,buddet.jsp?budid=2666365&idob=1000153371&b=0,2666365,1000153371
Podlahová plocha budovy v m2:,712,4,500 a více,buddet.jsp?budid=2666365&idob=1000153371&b=0,2666365,1000153371
Materiál nosných zdí budovy:,NA,1,"Cihly, tvárnice, cihlové bloky",buddet.jsp?budid=2666365&idob=1000153371&b=0,2666365,1000153371
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=2666365&idob=1000153371&b=0,2666365,1000153371
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=2666365&idob=1000153371&b=0,2666365,1000153371
Způsob vytápění budovy:,NA,1,centrální domovní (kotel ve stavbě),buddet.jsp?budid=2666365&idob=1000153371&b=0,2666365,1000153371
Připojení budovy na plyn:,NA,1,Plyn z veřejné sítě,buddet.jsp?budid=2666365&idob=1000153371&b=0,2666365,1000153371
Druh plynu:,NA,NA,,buddet.jsp?budid=2666365&idob=1000153371&b=0,2666365,1000153371
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=2666365&idob=1000153371&b=0,2666365,1000153371
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=2666365&idob=1000153371&b=0,2666365,1000153371
Počet evidovaných obyvatel v budově:,NA,NA,,buddet.jsp?budid=2666365&idob=1000153371&b=0,2666365,1000153371
Druh domu dle SLDB:,NA,4,Bytový dům,buddet.jsp?budid=2666365&idob=1000153371&b=0,2666365,1000153371
Počet nadzemních podlaží domu dle SLDB:,NA,4,4 podlaží,buddet.jsp?budid=2666365&idob=1000153371&b=0,2666365,1000153371
Druh vlastníka domu dle SLDB:,NA,1,Fyzická osoba,buddet.jsp?budid=2666365&idob=1000153371&b=0,2666365,1000153371
Způsob vytápění domu dle SLDB:,NA,8,Bez ústředního topení,buddet.jsp?budid=2666365&idob=1000153371&b=0,2666365,1000153371
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=2666365&idob=1000153371&b=0,2666365,1000153371
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,10,1919 a dříve,buddet.jsp?budid=2666365&idob=1000153371&b=0,2666365,1000153371
