Údaj,Hodnota,Kód,Text,url,budid,idob
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=220105&idob=1000158462&b=0,220105,1000158462
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=220105&idob=1000158462&b=0,220105,1000158462
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=220105&idob=1000158462&b=0,220105,1000158462
Materiál nosných zdí budovy:,NA,10,"Kámen, cihly, tvárnice vč. kombinací",buddet.jsp?budid=220105&idob=1000158462&b=0,220105,1000158462
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=220105&idob=1000158462&b=0,220105,1000158462
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=220105&idob=1000158462&b=0,220105,1000158462
Způsob vytápění budovy:,NA,4,jiné (i bez topení),buddet.jsp?budid=220105&idob=1000158462&b=0,220105,1000158462
Připojení budovy na plyn:,NA,1,Plyn z veřejné sítě,buddet.jsp?budid=220105&idob=1000158462&b=0,220105,1000158462
Druh plynu:,NA,NA,,buddet.jsp?budid=220105&idob=1000158462&b=0,220105,1000158462
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=220105&idob=1000158462&b=0,220105,1000158462
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=220105&idob=1000158462&b=0,220105,1000158462
Počet evidovaných obyvatel v budově:,NA,5,10-14,buddet.jsp?budid=220105&idob=1000158462&b=0,220105,1000158462
Druh domu dle SLDB:,NA,4,Bytový dům,buddet.jsp?budid=220105&idob=1000158462&b=0,220105,1000158462
Počet nadzemních podlaží domu dle SLDB:,NA,4,4 podlaží,buddet.jsp?budid=220105&idob=1000158462&b=0,220105,1000158462
Druh vlastníka domu dle SLDB:,NA,1,Fyzická osoba,buddet.jsp?budid=220105&idob=1000158462&b=0,220105,1000158462
Způsob vytápění domu dle SLDB:,NA,8,Bez ústředního topení,buddet.jsp?budid=220105&idob=1000158462&b=0,220105,1000158462
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=220105&idob=1000158462&b=0,220105,1000158462
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,4,1946-1960,buddet.jsp?budid=220105&idob=1000158462&b=0,220105,1000158462
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,5,10-14,buddet.jsp?budid=220105&idob=1000158462&b=0,220105,1000158462
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,6,15-19,buddet.jsp?budid=220105&idob=1000158462&b=0,220105,1000158462
Druh vlastníka budovy:,NA,3,obec,buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Počet všech podlaží budovy:,1,1,1 podlaží,buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Počet bytů v budově (vchodu):,1,1,1 byt,buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Vybavení budovy výtahem:,NA,1,s výtahem,buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Materiál nosných zdí budovy:,NA,10,"Kámen, cihly, tvárnice vč. kombinací",buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Způsob vytápění budovy:,NA,1,centrální domovní (kotel ve stavbě),buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Připojení budovy na plyn:,NA,1,Plyn z veřejné sítě,buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Druh plynu:,NA,NA,,buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Počet evidovaných obyvatel v budově:,NA,3,3 - 5,buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Druh domu dle SLDB:,NA,19,Provozní budovy s byty,buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Počet nadzemních podlaží domu dle SLDB:,NA,4,4 podlaží,buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Druh vlastníka domu dle SLDB:,NA,12,Obec,buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Způsob vytápění domu dle SLDB:,NA,6,Kotelna v domě na plyn,buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,5,1961-1970,buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,3,3 - 5,buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,3,3 - 5,buddet.jsp?budid=220106&idob=1000158471&b=0,220106,1000158471
Druh vlastníka budovy:,NA,1,fyzická osoba,buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Počet všech podlaží budovy:,5,5,5 podlaží,buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Počet bytů v budově (vchodu):,18,8,15-19 bytů,buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Vybavení budovy výtahem:,NA,1,s výtahem,buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Materiál nosných zdí budovy:,NA,10,"Kámen, cihly, tvárnice vč. kombinací",buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Způsob vytápění budovy:,NA,4,jiné (i bez topení),buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Připojení budovy na plyn:,NA,1,Plyn z veřejné sítě,buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Druh plynu:,NA,NA,,buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Počet evidovaných obyvatel v budově:,NA,7,20-29,buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Druh domu dle SLDB:,NA,4,Bytový dům,buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Počet nadzemních podlaží domu dle SLDB:,NA,4,4 podlaží,buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Druh vlastníka domu dle SLDB:,NA,1,Fyzická osoba,buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Způsob vytápění domu dle SLDB:,NA,8,Bez ústředního topení,buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,3,1920-1945,buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,7,20-29,buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,7,20-29,buddet.jsp?budid=220107&idob=1000158489&b=0,220107,1000158489
Druh vlastníka budovy:,NA,1,fyzická osoba,buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Počet všech podlaží budovy:,4,4,4 podlaží,buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Počet bytů v budově (vchodu):,8,6,7-9 bytů,buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Vybavení budovy výtahem:,NA,2,bez výtahu,buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Materiál nosných zdí budovy:,NA,10,"Kámen, cihly, tvárnice vč. kombinací",buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Způsob vytápění budovy:,NA,4,jiné (i bez topení),buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Připojení budovy na plyn:,NA,1,Plyn z veřejné sítě,buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Druh plynu:,NA,NA,,buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Počet evidovaných obyvatel v budově:,NA,7,20-29,buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Druh domu dle SLDB:,NA,4,Bytový dům,buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Počet nadzemních podlaží domu dle SLDB:,NA,4,4 podlaží,buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Druh vlastníka domu dle SLDB:,NA,11,Spoluvlastnictví vlastníků bytů (jednotek),buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Způsob vytápění domu dle SLDB:,NA,8,Bez ústředního topení,buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,4,1946-1960,buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,7,20-29,buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,7,20-29,buddet.jsp?budid=220227&idob=1000159884&b=0,220227,1000159884
Druh vlastníka budovy:,NA,1,fyzická osoba,buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Počet všech podlaží budovy:,4,4,4 podlaží,buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Počet bytů v budově (vchodu):,8,6,7-9 bytů,buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Vybavení budovy výtahem:,NA,2,bez výtahu,buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Materiál nosných zdí budovy:,NA,10,"Kámen, cihly, tvárnice vč. kombinací",buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Způsob vytápění budovy:,NA,4,jiné (i bez topení),buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Připojení budovy na plyn:,NA,1,Plyn z veřejné sítě,buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Druh plynu:,NA,NA,,buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Počet evidovaných obyvatel v budově:,NA,5,10-14,buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Druh domu dle SLDB:,NA,4,Bytový dům,buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Počet nadzemních podlaží domu dle SLDB:,NA,4,4 podlaží,buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Druh vlastníka domu dle SLDB:,NA,11,Spoluvlastnictví vlastníků bytů (jednotek),buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Způsob vytápění domu dle SLDB:,NA,8,Bez ústředního topení,buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,4,1946-1960,buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,5,10-14,buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,6,15-19,buddet.jsp?budid=3349346&idob=1000159892&b=0,3349346,1000159892
Druh vlastníka budovy:,NA,1,fyzická osoba,buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Počet všech podlaží budovy:,4,4,4 podlaží,buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Počet bytů v budově (vchodu):,8,6,7-9 bytů,buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Vybavení budovy výtahem:,NA,2,bez výtahu,buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Materiál nosných zdí budovy:,NA,10,"Kámen, cihly, tvárnice vč. kombinací",buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Způsob vytápění budovy:,NA,4,jiné (i bez topení),buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Připojení budovy na plyn:,NA,1,Plyn z veřejné sítě,buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Druh plynu:,NA,NA,,buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Počet evidovaných obyvatel v budově:,NA,8,30-39,buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Druh domu dle SLDB:,NA,4,Bytový dům,buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Počet nadzemních podlaží domu dle SLDB:,NA,4,4 podlaží,buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Druh vlastníka domu dle SLDB:,NA,11,Spoluvlastnictví vlastníků bytů (jednotek),buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Způsob vytápění domu dle SLDB:,NA,8,Bez ústředního topení,buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,4,1946-1960,buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,8,30-39,buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,8,30-39,buddet.jsp?budid=3349347&idob=1000159906&b=0,3349347,1000159906
Druh vlastníka budovy:,NA,1,fyzická osoba,buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Počet všech podlaží budovy:,5,5,5 podlaží,buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Počet bytů v budově (vchodu):,25,9,20-29 bytů,buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Vybavení budovy výtahem:,NA,2,bez výtahu,buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Materiál nosných zdí budovy:,NA,10,"Kámen, cihly, tvárnice vč. kombinací",buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Způsob vytápění budovy:,NA,4,jiné (i bez topení),buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Připojení budovy na plyn:,NA,1,Plyn z veřejné sítě,buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Druh plynu:,NA,NA,,buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Počet evidovaných obyvatel v budově:,NA,8,30-39,buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Druh domu dle SLDB:,NA,4,Bytový dům,buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Počet nadzemních podlaží domu dle SLDB:,NA,4,4 podlaží,buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Druh vlastníka domu dle SLDB:,NA,1,Fyzická osoba,buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Způsob vytápění domu dle SLDB:,NA,8,Bez ústředního topení,buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,3,1920-1945,buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,8,30-39,buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,9,40-49,buddet.jsp?budid=220347&idob=1000161269&b=0,220347,1000161269
Druh vlastníka budovy:,NA,9,nezjištěno,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Počet všech podlaží budovy:,NA,NA,,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Počet bytů v budově (vchodu):,0,0,0 bytů,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Vybavení budovy výtahem:,NA,9,nezjištěno,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Materiál nosných zdí budovy:,NA,88,Nedefinováno,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Připojení budovy na odpad:,NA,8,Nedefinováno,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Připojení budovy na vodovod:,NA,9,nezjištěno,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Způsob vytápění budovy:,NA,9,nezjištěno,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Připojení budovy na plyn:,NA,9,Nezjištěno,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Druh plynu:,NA,NA,,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Počet evidovaných obyvatel v budově:,NA,1,1,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Druh domu dle SLDB:,NA,22,"Zařízení pro krátkodobé ubytování (hotely, motely, penziony, turistické chaty, rekreační zařízení)",buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Počet nadzemních podlaží domu dle SLDB:,NA,99,Nezjištěno,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Druh vlastníka domu dle SLDB:,NA,8,Nedefinováno,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Způsob vytápění domu dle SLDB:,NA,88,Nedefinováno,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Připojení domu na vodovod dle SLDB:,NA,9,Nezjištěno,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,88,Nedefinováno,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,3,3 - 5,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,3,3 - 5,buddet.jsp?budid=220356&idob=1000161374&b=0,220356,1000161374
Druh vlastníka budovy:,NA,NA,,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Počet všech podlaží budovy:,1,1,1 podlaží,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Počet bytů v budově (vchodu):,3,3,3 byty,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Vybavení budovy výtahem:,NA,2,bez výtahu,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Materiál nosných zdí budovy:,NA,NA,,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Připojení budovy na odpad:,NA,NA,,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Připojení budovy na vodovod:,NA,NA,,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Způsob vytápění budovy:,NA,NA,,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Připojení budovy na plyn:,NA,NA,,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Druh plynu:,NA,NA,,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Počet evidovaných obyvatel v budově:,NA,NA,,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Druh domu dle SLDB:,NA,NA,,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Počet nadzemních podlaží domu dle SLDB:,NA,NA,,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Druh vlastníka domu dle SLDB:,NA,NA,,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Způsob vytápění domu dle SLDB:,NA,NA,,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Připojení domu na vodovod dle SLDB:,NA,NA,,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,NA,,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,NA,,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,NA,,buddet.jsp?budid=219703&idob=1000153932&b=0,219703,1000153932
Druh vlastníka budovy:,NA,4,ostatní právnické osoby,buddet.jsp?budid=219715&idob=1000154033&b=0,219715,1000154033
Počet všech podlaží budovy:,6,6,6 podlaží,buddet.jsp?budid=219715&idob=1000154033&b=0,219715,1000154033
Počet bytů v budově (vchodu):,9,6,7-9 bytů,buddet.jsp?budid=219715&idob=1000154033&b=0,219715,1000154033
Vybavení budovy výtahem:,NA,1,s výtahem,buddet.jsp?budid=219715&idob=1000154033&b=0,219715,1000154033
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=219715&idob=1000154033&b=0,219715,1000154033
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=219715&idob=1000154033&b=0,219715,1000154033
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=219715&idob=1000154033&b=0,219715,1000154033
Materiál nosných zdí budovy:,NA,7,Jiné materiály a kombinace,buddet.jsp?budid=219715&idob=1000154033&b=0,219715,1000154033
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=219715&idob=1000154033&b=0,219715,1000154033
